l	alpha	x0	n
3.0	27.619639304888597	-1.9328717458196143	1.0
5.0	15.657144749596927	-1.7768047017398874	1.0
15.0	8.83816890268455	-1.0284020714865743	1.0
25.0	12.043008582442301	-0.6875589650428089	1.0
