l	alpha	x0	n
3.0	40.240554816864595	-1.9551604040196902	1.0
9.0	12.308160000669513	-1.550963054282357	1.0
11.0	9.378354616738415	-1.399900444373115	1.0
33.0	14.399198099612944	-0.636967321179577	1.0
