l	alpha	x0	n
3.0	22.04134021001257	-1.9142050094778735	1.0
5.0	13.389921403309625	-1.7328694835611773	1.0
7.0	10.308661227890738	-1.5465597657055417	1.0
9.0	8.287264490444873	-1.3637323306890814	1.0
13.0	8.14562622542681	-1.059991990904809	1.0
21.0	10.720896422287543	-0.7269354430214193	1.0
