Any[3, 7]	Any[-1.44, -0.68]	Any[-1.48, -0.72]
Any[3, 7]	Any[-1.4, -0.68]	Any[-1.44, -0.72]
Any[3, 7]	Any[-1.44, -0.72]	Any[-1.48, -0.76]
