l	alpha	x0	n
3.0	37.16755360898839	-1.9510154820690018	1.0
7.0	13.941771480444478	-1.6678591639755285	1.0
13.0	9.074032212855759	-1.2446750238672917	1.0
31.0	13.860071079977892	-0.650390913048834	1.0
