l	alpha	x0	n
3.0	43.62485644100263	-1.9558174156664898	1.0
9.0	11.667293560372984	-1.5467436294231216	1.0
11.0	9.973779443794491	-1.4042185881128002	1.0
33.0	14.701451397759847	-0.6406504951649006	1.0
