Energy	SaddleIndex	Beta
-0.2025	115.0	0.10331777196386455
-0.235	98.0	0.10997342232092516
-0.1775	121.0	0.09679264180672084
-0.145	141.0	0.08398093318826197
-0.255	82.0	0.10869392281638765
-0.31	46.0	0.13583450308790113
-0.225	99.0	0.11996107152302692
-0.3025	72.0	0.14460692323375668
-0.245	39.0	0.1170119186423197
-0.28	65.0	0.1279644031353914
-0.3175	51.0	0.15084954225407912
-0.2375	59.0	0.12895548479646704
-0.2525	64.0	0.12721603913362278
-0.27	100.0	0.1344845282676399
-0.285	32.0	0.14744772995992753
-0.26	83.0	0.12264787138166011
-0.2725	55.0	0.14574733344063331
-0.3175	42.0	0.16524542943040377
-0.3825	40.0	0.1671519863527571
-0.36	29.0	0.17078320382634826
-0.325	17.0	0.1733140414709845
-0.425	19.0	0.20469835178772255
-0.405	11.0	0.1773210075015144
-0.48	29.0	0.21909492601124783
-0.3075	111.0	0.15832625677569
-0.485	13.0	0.2548954020204333
-0.39	27.0	0.1881761728882568
-0.4425	27.0	0.22319247300728437
-0.495	26.0	0.22734858843242917
-0.4025	16.0	0.2123107079559395
-0.5375	7.0	0.23133227258200031
-0.66	8.0	0.25928314304662853
-0.6275	11.0	0.24889574670840414
-0.51	24.0	0.2221154413213617
-0.5675	10.0	0.2680718113363079
-0.5425	1.0	0.23749140745198816
-0.62	15.0	0.27206782576211874
-0.705	1.0	0.2971221685963828
-0.8025	1.0	0.3131611942363015
-0.6975	0.0	0.30799402538946735
-0.6275	8.0	0.2530682853164995
-0.85	0.0	0.3216870463706873
-0.96	0.0	0.3687274238907811
-1.0375	0.0	0.39336694521356286
-1.3525	0.0	0.41919450258537344
-0.8175	0.0	0.34636875526588556
-0.955	0.0	0.34733401679456766
-0.76	2.0	0.31711522410866255
-0.9125	0.0	0.3830954504730411
-0.9275	0.0	0.3700149050393587
-1.04	0.0	0.38746585355597873
-1.345	0.0	0.4138817878882274
-1.52	0.0	0.46397445992969016
-1.3825	0.0	0.4260457679043481
-1.78	0.0	0.526066882428992
-1.5025	0.0	0.4410150684766179
-1.8	0.0	0.48868380372927406
-1.7925	0.0	0.5194847343311095
-1.365	0.0	0.44106289128288606
-1.7225	0.0	0.4754630486575154
-1.915	0.0	0.6215313381818988
-1.895	0.0	0.6083137759338502
-1.8625	0.0	0.5579889188381887
-1.9025	0.0	0.5952341577469015
-1.9025	0.0	0.6043922472463554
-1.99	0.0	0.6932689636606204
-1.8925	0.0	0.5701555877800085
-1.94	0.0	0.6300557568235146
-1.9325	0.0	0.6466036735543872
-1.9375	0.0	0.6945027702671084
-1.9825	0.0	0.7709412018123573
-1.955	0.0	0.6166766074210106
-1.9475	0.0	0.6514314328804105
-1.99	0.0	0.7921604397003973
-1.9625	0.0	0.788016352025359
-1.985	0.0	0.8270176825228968
-2.0	0.0	0.890361892384315
-1.985	0.0	0.7365189636879056
-1.9725	0.0	0.738393488119549
-1.99	0.0	0.9366961380143142
-1.99	0.0	0.8989150479186431
-1.995	0.0	0.8774552046660044
-2.0	0.0	0.8597993792645545
-2.0	0.0	0.9579652809866129
-1.995	0.0	1.0989030605306511
-2.0	0.0	1.1592956771548644
-2.0	0.0	1.162988783092179
-2.0	0.0	0.9778552798318773
-1.995	0.0	1.0783135212526902
-2.0	0.0	1.1848843709644026
-2.0	0.0	1.091266914317195
-2.0	0.0	1.184600510132881
-2.0	0.0	1.1876049148086827
-2.0	0.0	1.4465644375323117
-2.0	0.0	1.6260944623501512
-2.0	0.0	1.344099213845983
-2.0	0.0	1.3290078802982432
-2.0	0.0	1.5509481077712237
-2.0	0.0	1.6098133320575811
-2.0	0.0	1.424736428925879
-0.25	36.0	0.09900003301467543
-0.2175	89.0	0.10573164735129754
-0.175	139.0	0.11924272149660173
-0.2425	61.0	0.1016463442848404
-0.25	92.0	0.10711389705497908
-0.21	95.0	0.11463963042728975
-0.24	35.0	0.10781597132913022
-0.2425	80.0	0.10416776310578815
-0.2675	34.0	0.11205480485927585
-0.3625	26.0	0.14867028703507562
-0.32	57.0	0.1316176919218327
-0.255	48.0	0.12339391277515477
-0.3175	86.0	0.136102827820773
-0.34	50.0	0.1485710283449051
-0.3775	23.0	0.14163885356681458
-0.26	91.0	0.14238785824791778
-0.2375	76.0	0.15092214970675058
-0.2675	75.0	0.13958391971161566
-0.375	38.0	0.17709069412959963
-0.34	31.0	0.16195065399970623
-0.485	39.0	0.19584235396289265
-0.445	15.0	0.18829985450656198
-0.475	25.0	0.20076261323286093
-0.3775	34.0	0.1832587887459864
-0.405	11.0	0.20685648990720526
-0.4575	9.0	0.2209802369285317
-0.5025	16.0	0.21697463088224392
-0.485	1.0	0.2173486917813026
-0.5025	7.0	0.21436208068872023
-0.4775	33.0	0.23937982197290736
-0.4575	2.0	0.219581011299415
-0.65	0.0	0.273254180240092
-0.4875	8.0	0.2396156228060613
-0.59	0.0	0.24590901121782913
-0.6425	2.0	0.28928454019863237
-0.415	33.0	0.21430571486252672
-0.595	2.0	0.26304218480180414
-0.7425	0.0	0.3120354227693659
-0.5525	19.0	0.27444027195115334
-0.6475	5.0	0.27901194849746963
-0.815	0.0	0.33451814377346095
-0.6625	0.0	0.2760071523410998
-0.9	2.0	0.3538293418667965
-0.8575	0.0	0.3195759474679045
-0.88	0.0	0.33313110738865
-0.885	0.0	0.35017758166965307
-0.9625	0.0	0.3774220429543409
-0.9575	0.0	0.3609719938243215
-0.5425	0.0	0.279549335209142
-1.0475	0.0	0.3930179057672184
-1.27	0.0	0.4416892222849049
-1.105	0.0	0.38275087546956493
-1.065	0.0	0.3854697055781035
-1.1375	0.0	0.38963307455101387
-1.8125	0.0	0.5191189396608925
-1.015	0.0	0.39093657843876206
-1.715	0.0	0.4864920038005052
-1.3725	0.0	0.4451558983183188
-1.505	0.0	0.4573700980350643
-1.885	0.0	0.5760948334459803
-1.91	0.0	0.6056209501722084
-1.8225	0.0	0.526447546721821
-1.795	0.0	0.5205088722449014
-1.96	0.0	0.689517740723725
-1.9725	0.0	0.6575980528741345
-1.9125	0.0	0.6107512033948069
-1.76	0.0	0.5331004000638602
-1.9275	0.0	0.6863782295505703
-1.99	0.0	0.7358430721421351
-1.9625	0.0	0.6924605841547571
-1.925	0.0	0.5779742560999759
-1.9675	0.0	0.6738225896815766
-1.985	0.0	0.7349278278869052
-1.95	0.0	0.7712029689616663
-1.995	0.0	0.8795726369145266
-1.95	0.0	0.6689328550204221
-1.99	0.0	0.9104622273763378
-1.995	0.0	0.8981762240615588
-2.0	0.0	0.8409791351767224
-1.99	0.0	0.9212247056242947
-1.995	0.0	0.9503778980313033
-2.0	0.0	0.9936679980967242
-2.0	0.0	0.890814514732321
-1.975	0.0	0.8599647087931315
-2.0	0.0	1.0027191517043228
-1.995	0.0	1.051133635969029
-2.0	0.0	1.0497539371372875
-2.0	0.0	0.992880303560554
-2.0	0.0	1.233042253190762
-2.0	0.0	1.0834826944502103
-2.0	0.0	1.2767885312978147
-2.0	0.0	1.3937005437970882
-2.0	0.0	1.3483403128677396
-2.0	0.0	1.516926644893741
-2.0	0.0	1.4345668337282362
-2.0	0.0	1.5282266312191006
-2.0	0.0	1.5826320038615211
-2.0	0.0	1.6684799716395289
-2.0	0.0	1.5953071944970734
-2.0	0.0	1.5458821660132753
-0.3275	78.0	0.1108080236166098
-0.175	79.0	0.10337325624043116
-0.25	114.0	0.1096140472174382
-0.185	92.0	0.10833233819761431
-0.2825	74.0	0.1363063634784954
-0.255	72.0	0.11862908878954276
-0.2125	92.0	0.09777078030209368
-0.2525	113.0	0.13270208479359183
-0.23	114.0	0.12740063736288867
-0.2525	85.0	0.1150962753386741
-0.3	18.0	0.13283103594506956
-0.2625	118.0	0.1478747423752039
-0.355	41.0	0.15084992589846846
-0.285	73.0	0.16200731617307423
-0.3225	28.0	0.15350938030042305
-0.28	52.0	0.13531392768712697
-0.31	60.0	0.16195735196757852
-0.3675	51.0	0.17348279946542272
-0.2675	73.0	0.14732021931991252
-0.3825	11.0	0.17660489914088698
-0.3325	51.0	0.14253803726562816
-0.4425	52.0	0.19452294024858544
-0.39	56.0	0.19801969794248409
-0.3925	30.0	0.2117159650905613
-0.3625	42.0	0.19300470639169276
-0.3375	53.0	0.17530852068511962
-0.33	48.0	0.1805973302214327
-0.4525	2.0	0.19377420761646563
-0.525	1.0	0.22428910776337144
-0.4975	25.0	0.2022245076424589
-0.3975	42.0	0.20880843369732677
-0.44	9.0	0.2274284788280076
-0.52	20.0	0.21282064876320736
-0.595	0.0	0.2568863765863511
-0.5175	4.0	0.2554075915090585
-0.76	0.0	0.283533917628431
-0.6475	4.0	0.2539059148875884
-0.7725	0.0	0.3101086832546773
-0.7375	0.0	0.2963710626397945
-0.78	1.0	0.3222467270740568
-0.65	7.0	0.27729966981700277
-0.9525	0.0	0.37075911257086214
-0.75	0.0	0.3211393121984036
-0.7325	3.0	0.3058630367328321
-0.8725	0.0	0.3234036851480979
-0.795	0.0	0.32541478743136804
-0.83	2.0	0.31333775985038737
-1.02	1.0	0.38095736842701683
-0.66	0.0	0.2855798956850589
-1.115	0.0	0.4019076351639256
-1.4775	0.0	0.45059887760892303
-0.7725	1.0	0.3027211842371407
-1.24	0.0	0.42573556063159645
-1.3975	0.0	0.43723583761934237
-1.595	0.0	0.45533336389583284
-1.4125	0.0	0.43983994496063933
-1.085	0.0	0.4003007747575182
-1.745	0.0	0.5292104434780227
-1.54	0.0	0.43431909182460227
-1.8075	0.0	0.5097676992207805
-1.9025	0.0	0.5683870113387699
-1.725	0.0	0.4830855894297176
-1.635	0.0	0.4741994087430168
-1.7975	0.0	0.5372970442611459
-1.9675	0.0	0.6869357252379715
-1.7825	0.0	0.50327468845512
-1.8875	0.0	0.5832397774124427
-1.975	0.0	0.6780134944920128
-1.9175	0.0	0.5715985925845142
-1.92	0.0	0.5971925036813026
-1.995	0.0	0.8181409180968844
-1.9575	0.0	0.7030220381748171
-1.98	0.0	0.744620710379248
-1.955	0.0	0.7188238431548682
-1.995	0.0	0.8503665936666778
-1.995	0.0	0.803986297695164
-1.9875	0.0	0.8736685952212686
-1.965	0.0	0.7905072561890955
-1.9875	0.0	0.8228221502074622
-2.0	0.0	0.9449946693373942
-1.995	0.0	0.9576838844318256
-1.99	0.0	0.8187707534643861
-1.995	0.0	1.0014433551866406
-2.0	0.0	1.0473048741768052
-1.995	0.0	0.9371981255886664
-2.0	0.0	1.005871364526137
-2.0	0.0	1.154903117017577
-2.0	0.0	0.983778946524908
-2.0	0.0	1.1771764155558853
-2.0	0.0	1.1622850792300066
-1.995	0.0	1.000224195806455
-2.0	0.0	1.1747244111838184
-1.995	0.0	1.1095125705379245
-2.0	0.0	1.1776571194174392
-2.0	0.0	1.2608660299492518
-2.0	0.0	1.3141767114416618
-2.0	0.0	1.4623695268591368
-2.0	0.0	1.1252495482682834
-2.0	0.0	1.517347004491522
-2.0	0.0	1.2675002602584673
-0.235	141.0	0.10133894676975569
-0.2125	187.0	0.1066645690454442
-0.2975	52.0	0.11295756010688099
-0.27	58.0	0.10392234508450993
-0.27	27.0	0.1342906758630065
-0.285	75.0	0.11281111205385573
-0.305	59.0	0.1373772815388028
-0.29	51.0	0.1316847306142295
-0.265	103.0	0.11739810237044508
-0.2225	101.0	0.11142497504704016
-0.265	99.0	0.1385621985050206
-0.34	52.0	0.13846511408012957
-0.1975	99.0	0.1340337719999697
-0.2725	100.0	0.14561925739560047
-0.285	71.0	0.14333684463419252
-0.35	33.0	0.1420484019782854
-0.2875	68.0	0.16298354932147796
-0.305	16.0	0.1450119853713762
-0.3075	44.0	0.13248666736229425
-0.425	41.0	0.18798142093564219
-0.2725	58.0	0.15154125184312842
-0.3775	47.0	0.15973595408990413
-0.4575	1.0	0.2190222272015443
-0.41	47.0	0.18348275336867953
-0.54	23.0	0.22656133140038487
-0.3825	42.0	0.20323105351306783
-0.425	42.0	0.17975619870429552
-0.475	47.0	0.21618369935666404
-0.4425	38.0	0.21187664797896635
-0.6	2.0	0.24796778237512315
-0.4775	3.0	0.21217555461864454
-0.505	3.0	0.24634365645431158
-0.54	4.0	0.2541912488987643
-0.4575	6.0	0.23253298243883558
-0.4725	41.0	0.22728639695455888
-0.55	22.0	0.257809290279476
-0.6575	0.0	0.2593563699072517
-0.685	1.0	0.28606672584556075
-0.75	1.0	0.285558187051095
-0.77	0.0	0.30419178133513447
-0.4475	2.0	0.22988605791072225
-0.565	3.0	0.2602425740378461
-0.8075	0.0	0.3217331700979343
-0.6625	2.0	0.28228492773504116
-0.96	0.0	0.37648028213833523
-0.9225	0.0	0.35804103344970484
-0.9325	0.0	0.3632605987006701
-1.2075	0.0	0.3948142726124375
-0.955	0.0	0.35964349389641104
-0.835	0.0	0.34125142492273536
-1.17	0.0	0.40483828870622274
-1.1525	0.0	0.40428860375881376
-1.0825	0.0	0.4115698134386521
-1.52	0.0	0.4655772989363496
-1.615	0.0	0.47086882128806806
-1.0925	1.0	0.3926839076023605
-1.8275	0.0	0.5318622483340941
-1.505	0.0	0.446029277646751
-1.9125	0.0	0.6306309249801705
-1.89	0.0	0.5396633644583375
-1.745	0.0	0.4911248214921668
-1.6475	0.0	0.47319197800859303
-1.9475	0.0	0.6433305521971449
-1.94	0.0	0.6634808802524158
-1.8725	0.0	0.5714581741878817
-1.9525	0.0	0.6516568206173635
-1.895	0.0	0.6188287099315339
-1.755	0.0	0.49408464998103524
-1.9875	0.0	0.7834604575541105
-1.96	0.0	0.6986085544910646
-1.8625	0.0	0.5526366752370687
-1.9575	0.0	0.7277706782951445
-1.9525	0.0	0.7368344708811053
-1.98	0.0	0.7911602270588013
-1.9825	0.0	0.765736381739057
-1.99	0.0	0.7418102172562732
-1.985	0.0	0.8710722314706498
-1.995	0.0	0.8692717953739598
-1.985	0.0	0.9611135536809865
-1.995	0.0	0.9183393104583761
-2.0	0.0	0.8896087718791629
-2.0	0.0	0.9336530834825509
-1.99	0.0	0.9344696413538197
-2.0	0.0	0.939992173685001
-1.99	0.0	1.0250083468889506
-2.0	0.0	1.015171503449572
-1.995	0.0	0.9945740701944703
-2.0	0.0	0.9469870154013702
-1.995	0.0	1.0750130644876799
-2.0	0.0	1.1171505522292275
-2.0	0.0	1.0255988224906323
-2.0	0.0	1.2698872864505149
-2.0	0.0	0.935032039994107
-2.0	0.0	1.6003845557728453
-2.0	0.0	1.1764774288606046
-1.995	0.0	1.2879138843440572
-2.0	0.0	1.5186975273941445
-2.0	0.0	1.320404368989355
-2.0	0.0	1.5602787931015925
-2.0	0.0	1.6728589596049945
-0.195	175.0	0.0899581124224927
-0.2	91.0	0.11256385495277026
-0.205	81.0	0.10768007995755079
-0.14	156.0	0.10306433906500301
-0.2675	91.0	0.12247686369297132
-0.1825	75.0	0.11885485561437141
-0.18	86.0	0.10979579272083885
-0.2125	119.0	0.11227606390045022
-0.245	64.0	0.12977136855152863
-0.2125	104.0	0.09263763950446705
-0.3425	76.0	0.13602517829705638
