l	alpha	x0	n
3.0	36.53559458453202	-1.951811639866124	1.0
5.0	20.068508284799286	-1.8289445881867443	1.0
19.0	10.664525606996882	-0.9480268485596783	1.0
31.0	13.940651885383303	-0.6576193790761741	1.0
