l	alpha	x0	n
3.0	100.0	-1.9835173502941716	2.0
7.0	24.998802885420343	-1.8151243694597667	2.0
9.0	19.40324091330364	-1.7085235634692049	2.0
21.0	12.420052784466328	-1.120998716544568	2.0
27.0	14.288352672726013	-0.9471543813087036	2.0
63.0	21.303669696364114	-0.51988197750332	2.0
