Starting saddles simulation at 2025-05-24T20:54:24.952
Lattice size: 22
Beta values: [0.1, 0.10279944599549397, 0.10567726096980483, 0.10863563882017176, 0.11167683486080235, 0.11480316754220751, 0.1180170202186681, 0.1213208429651809, 0.12471715444526921, 0.12820854383108135, 0.1317976727772417, 0.13548727744995842, 0.13928017061293513, 0.14317924377167612, 0.14718746937782085, 0.15130790309518719, 0.15554368612925135, 0.15989804762184037, 0.16437430711286308, 0.16897587707095507, 0.17370626549496876, 0.1785690785882898, 0.18356802350802015, 0.1887069111911229, 0.19398965925968314, 0.19942029500750083, 0.20500295847029057, 0.21074190558183128, 0.21664151141846955, 0.22270627353445155, 0.22894081539062563, 0.23534988987912978, 0.2419383829467506, 0.24871131731971624, 0.25567385633276335, 0.26283130786539594, 0.2701891283883382, 0.27775292712326566, 0.2855284703189852, 0.2935216856473252, 0.3017386667220857, 0.3101856777444941, 0.3188691582787082, 0.3277957281610069, 0.3369721925464105, 0.3464055470965792, 0.3561029833129435, 0.36607189401913226, 0.3763198789968798, 0.3868547507797058, 0.39768454060878644, 0.4088175045555577, 0.4202621298157168, 0.4320271411794205, 0.4441215076826148, 0.4565544494445634, 0.46933544469678873, 0.48247423700878694, 0.49598084271601944, 0.5098655585558504, 0.5241389695172453, 0.5388119569102191, 0.553895706661185, 0.5694017178405246, 0.5853418114288852, 0.601728139328883, 0.6185731936290858, 0.6358898161273345, 0.6536912081206652, 0.6719909404692954, 0.6908029639423454, 0.710141619853183, 0.730021650992499, 0.7504582128674476, 0.7714668852554213, 0.7930636840812662, 0.815265073626996, 0.8380879790833082, 0.8615497994524721, 0.885668420812431, 0.9104622299522194, 0.9359501283891019, 0.9621515467781114, 0.9890864597249744, 1.0167754010137187, 1.045239479260565, 1.0745003940060471, 1.1045804522576164, 1.1355025854953513, 1.1672903671537318, 1.1999680305928035, 1.2335604875724422, 1.2680933472437848, 1.3035929356723266, 1.3400863159075478, 1.3776013086143843, 1.4161665132822627, 1.4558113300278694, 1.4965659820082826, 1.5384615384615383]
Copies: 600
Move type: l chain flip
----------------------------------
Finished copy 451 at 2025-05-24T20:54:28.244
Finished copy 301 at 2025-05-24T20:54:28.391
Finished copy 151 at 2025-05-24T20:54:28.548
Finished copy 1 at 2025-05-24T20:54:28.555
Finished copy 302 at 2025-05-24T20:54:31.693
Finished copy 452 at 2025-05-24T20:54:31.803
Finished copy 2 at 2025-05-24T20:54:31.989
Finished copy 152 at 2025-05-24T20:54:32.139
Finished copy 303 at 2025-05-24T20:54:35.250
Finished copy 453 at 2025-05-24T20:54:35.286
Finished copy 153 at 2025-05-24T20:54:35.458
Finished copy 3 at 2025-05-24T20:54:35.487
Finished copy 454 at 2025-05-24T20:54:38.468
Finished copy 304 at 2025-05-24T20:54:38.567
Finished copy 154 at 2025-05-24T20:54:38.715
Finished copy 4 at 2025-05-24T20:54:38.942
Finished copy 455 at 2025-05-24T20:54:41.815
Finished copy 305 at 2025-05-24T20:54:41.854
Finished copy 155 at 2025-05-24T20:54:42.140
Finished copy 5 at 2025-05-24T20:54:42.873
Finished copy 306 at 2025-05-24T20:54:45.066
Finished copy 456 at 2025-05-24T20:54:45.136
Finished copy 156 at 2025-05-24T20:54:45.355
Finished copy 6 at 2025-05-24T20:54:46.159
Finished copy 307 at 2025-05-24T20:54:48.238
Finished copy 457 at 2025-05-24T20:54:48.500
Finished copy 157 at 2025-05-24T20:54:48.616
Finished copy 7 at 2025-05-24T20:54:50.412
Finished copy 308 at 2025-05-24T20:54:51.369
Finished copy 458 at 2025-05-24T20:54:51.988
Finished copy 158 at 2025-05-24T20:54:52.373
Finished copy 8 at 2025-05-24T20:54:53.897
Finished copy 309 at 2025-05-24T20:54:54.946
Finished copy 459 at 2025-05-24T20:54:55.467
Finished copy 159 at 2025-05-24T20:54:55.846
Finished copy 9 at 2025-05-24T20:54:57.584
Finished copy 310 at 2025-05-24T20:54:58.259
Finished copy 460 at 2025-05-24T20:54:58.548
Finished copy 160 at 2025-05-24T20:54:58.952
Finished copy 10 at 2025-05-24T20:55:01.360
Finished copy 311 at 2025-05-24T20:55:01.564
Finished copy 461 at 2025-05-24T20:55:01.574
Finished copy 161 at 2025-05-24T20:55:02.515
Finished copy 312 at 2025-05-24T20:55:04.618
Finished copy 462 at 2025-05-24T20:55:04.620
Finished copy 11 at 2025-05-24T20:55:04.708
Finished copy 162 at 2025-05-24T20:55:05.987
Finished copy 463 at 2025-05-24T20:55:07.690
Finished copy 12 at 2025-05-24T20:55:08.082
Finished copy 313 at 2025-05-24T20:55:08.168
Finished copy 163 at 2025-05-24T20:55:09.223
Finished copy 464 at 2025-05-24T20:55:10.804
Finished copy 314 at 2025-05-24T20:55:11.362
Finished copy 13 at 2025-05-24T20:55:11.471
Finished copy 164 at 2025-05-24T20:55:12.709
Finished copy 465 at 2025-05-24T20:55:14.546
Finished copy 315 at 2025-05-24T20:55:14.871
Finished copy 14 at 2025-05-24T20:55:14.875
Finished copy 165 at 2025-05-24T20:55:16.210
Finished copy 466 at 2025-05-24T20:55:17.613
Finished copy 15 at 2025-05-24T20:55:18.458
Finished copy 316 at 2025-05-24T20:55:18.530
Finished copy 166 at 2025-05-24T20:55:19.444
Finished copy 467 at 2025-05-24T20:55:20.851
Finished copy 317 at 2025-05-24T20:55:21.971
Finished copy 16 at 2025-05-24T20:55:22.102
Finished copy 167 at 2025-05-24T20:55:23.036
Finished copy 468 at 2025-05-24T20:55:24.120
Finished copy 318 at 2025-05-24T20:55:25.357
Finished copy 17 at 2025-05-24T20:55:25.919
Finished copy 168 at 2025-05-24T20:55:26.783
Finished copy 469 at 2025-05-24T20:55:26.864
Finished copy 319 at 2025-05-24T20:55:28.747
Finished copy 18 at 2025-05-24T20:55:29.410
Finished copy 169 at 2025-05-24T20:55:30.079
Finished copy 470 at 2025-05-24T20:55:30.090
Finished copy 320 at 2025-05-24T20:55:32.162
Finished copy 19 at 2025-05-24T20:55:33.075
Finished copy 170 at 2025-05-24T20:55:33.796
Finished copy 471 at 2025-05-24T20:55:33.800
Finished copy 321 at 2025-05-24T20:55:35.611
Finished copy 20 at 2025-05-24T20:55:36.656
Finished copy 171 at 2025-05-24T20:55:37.241
Finished copy 472 at 2025-05-24T20:55:37.784
Finished copy 322 at 2025-05-24T20:55:39.172
Finished copy 21 at 2025-05-24T20:55:39.969
Finished copy 172 at 2025-05-24T20:55:40.380
Finished copy 473 at 2025-05-24T20:55:41.265
Finished copy 323 at 2025-05-24T20:55:42.894
Finished copy 22 at 2025-05-24T20:55:43.090
Finished copy 173 at 2025-05-24T20:55:43.549
Finished copy 474 at 2025-05-24T20:55:44.748
Finished copy 324 at 2025-05-24T20:55:46.128
Finished copy 23 at 2025-05-24T20:55:46.722
Finished copy 174 at 2025-05-24T20:55:47.083
Finished copy 475 at 2025-05-24T20:55:48.294
Finished copy 325 at 2025-05-24T20:55:49.202
Finished copy 24 at 2025-05-24T20:55:50.121
Finished copy 175 at 2025-05-24T20:55:50.535
Finished copy 476 at 2025-05-24T20:55:52.085
Finished copy 326 at 2025-05-24T20:55:52.378
Finished copy 25 at 2025-05-24T20:55:53.374
Finished copy 176 at 2025-05-24T20:55:54.636
Finished copy 477 at 2025-05-24T20:55:55.068
Finished copy 327 at 2025-05-24T20:55:55.655
Finished copy 26 at 2025-05-24T20:55:56.854
Finished copy 177 at 2025-05-24T20:55:57.731
Finished copy 478 at 2025-05-24T20:55:58.149
Finished copy 328 at 2025-05-24T20:55:58.681
Finished copy 27 at 2025-05-24T20:56:00.332
Finished copy 479 at 2025-05-24T20:56:01.345
Finished copy 178 at 2025-05-24T20:56:01.591
Finished copy 329 at 2025-05-24T20:56:01.923
Finished copy 28 at 2025-05-24T20:56:03.665
Finished copy 480 at 2025-05-24T20:56:04.795
Finished copy 179 at 2025-05-24T20:56:04.831
Finished copy 330 at 2025-05-24T20:56:05.227
Finished copy 29 at 2025-05-24T20:56:06.932
Finished copy 180 at 2025-05-24T20:56:07.815
Finished copy 481 at 2025-05-24T20:56:07.850
Finished copy 331 at 2025-05-24T20:56:08.526
Finished copy 30 at 2025-05-24T20:56:10.538
Finished copy 482 at 2025-05-24T20:56:10.929
Finished copy 181 at 2025-05-24T20:56:10.978
Finished copy 332 at 2025-05-24T20:56:11.594
Finished copy 31 at 2025-05-24T20:56:14.150
Finished copy 483 at 2025-05-24T20:56:14.219
Finished copy 182 at 2025-05-24T20:56:14.739
Finished copy 333 at 2025-05-24T20:56:14.822
Finished copy 32 at 2025-05-24T20:56:17.591
Finished copy 484 at 2025-05-24T20:56:17.734
Finished copy 183 at 2025-05-24T20:56:17.973
Finished copy 334 at 2025-05-24T20:56:18.103
Finished copy 33 at 2025-05-24T20:56:20.706
Finished copy 485 at 2025-05-24T20:56:21.168
Finished copy 184 at 2025-05-24T20:56:21.170
Finished copy 335 at 2025-05-24T20:56:21.608
Finished copy 185 at 2025-05-24T20:56:24.242
Finished copy 34 at 2025-05-24T20:56:24.435
Finished copy 486 at 2025-05-24T20:56:24.473
Finished copy 336 at 2025-05-24T20:56:24.992
Finished copy 35 at 2025-05-24T20:56:27.361
Finished copy 186 at 2025-05-24T20:56:27.459
Finished copy 487 at 2025-05-24T20:56:27.695
Finished copy 337 at 2025-05-24T20:56:28.171
Finished copy 187 at 2025-05-24T20:56:30.608
Finished copy 488 at 2025-05-24T20:56:30.984
Finished copy 338 at 2025-05-24T20:56:31.332
Finished copy 36 at 2025-05-24T20:56:31.692
Finished copy 188 at 2025-05-24T20:56:33.961
Finished copy 489 at 2025-05-24T20:56:34.164
Finished copy 339 at 2025-05-24T20:56:34.385
Finished copy 37 at 2025-05-24T20:56:34.826
Finished copy 189 at 2025-05-24T20:56:37.180
Finished copy 490 at 2025-05-24T20:56:37.568
Finished copy 340 at 2025-05-24T20:56:38.029
Finished copy 38 at 2025-05-24T20:56:38.386
Finished copy 190 at 2025-05-24T20:56:40.730
Finished copy 491 at 2025-05-24T20:56:40.951
Finished copy 341 at 2025-05-24T20:56:41.418
Finished copy 39 at 2025-05-24T20:56:42.119
Finished copy 191 at 2025-05-24T20:56:43.880
Finished copy 492 at 2025-05-24T20:56:44.289
Finished copy 342 at 2025-05-24T20:56:44.877
Finished copy 40 at 2025-05-24T20:56:45.171
Finished copy 192 at 2025-05-24T20:56:47.389
Finished copy 493 at 2025-05-24T20:56:47.728
Finished copy 343 at 2025-05-24T20:56:48.074
Finished copy 41 at 2025-05-24T20:56:48.496
Finished copy 193 at 2025-05-24T20:56:50.984
Finished copy 494 at 2025-05-24T20:56:51.634
Finished copy 344 at 2025-05-24T20:56:51.825
Finished copy 42 at 2025-05-24T20:56:52.338
Finished copy 495 at 2025-05-24T20:56:54.643
Finished copy 194 at 2025-05-24T20:56:54.649
Finished copy 345 at 2025-05-24T20:56:55.286
Finished copy 43 at 2025-05-24T20:56:56.288
Finished copy 195 at 2025-05-24T20:56:58.198
Finished copy 496 at 2025-05-24T20:56:58.263
Finished copy 346 at 2025-05-24T20:56:58.471
Finished copy 44 at 2025-05-24T20:56:59.927
Finished copy 497 at 2025-05-24T20:57:01.457
Finished copy 196 at 2025-05-24T20:57:01.621
Finished copy 347 at 2025-05-24T20:57:01.867
Finished copy 45 at 2025-05-24T20:57:03.502
Finished copy 197 at 2025-05-24T20:57:04.947
Finished copy 498 at 2025-05-24T20:57:05.017
Finished copy 348 at 2025-05-24T20:57:05.191
Finished copy 46 at 2025-05-24T20:57:06.655
Finished copy 499 at 2025-05-24T20:57:07.978
Finished copy 198 at 2025-05-24T20:57:08.274
Finished copy 349 at 2025-05-24T20:57:08.616
Finished copy 47 at 2025-05-24T20:57:09.834
Finished copy 500 at 2025-05-24T20:57:11.737
Finished copy 199 at 2025-05-24T20:57:11.958
Finished copy 350 at 2025-05-24T20:57:12.259
Finished copy 48 at 2025-05-24T20:57:13.210
Finished copy 501 at 2025-05-24T20:57:15.100
Finished copy 351 at 2025-05-24T20:57:15.151
Finished copy 200 at 2025-05-24T20:57:15.319
Finished copy 49 at 2025-05-24T20:57:16.438
Finished copy 502 at 2025-05-24T20:57:18.173
Finished copy 352 at 2025-05-24T20:57:18.618
Finished copy 201 at 2025-05-24T20:57:18.721
Finished copy 50 at 2025-05-24T20:57:19.771
Finished copy 503 at 2025-05-24T20:57:21.066
Finished copy 353 at 2025-05-24T20:57:21.813
Finished copy 202 at 2025-05-24T20:57:22.061
Finished copy 51 at 2025-05-24T20:57:23.078
Finished copy 504 at 2025-05-24T20:57:24.708
Finished copy 354 at 2025-05-24T20:57:25.088
Finished copy 203 at 2025-05-24T20:57:25.748
Finished copy 52 at 2025-05-24T20:57:26.285
Finished copy 505 at 2025-05-24T20:57:27.927
Finished copy 355 at 2025-05-24T20:57:28.696
Finished copy 204 at 2025-05-24T20:57:29.065
Finished copy 53 at 2025-05-24T20:57:29.977
Finished copy 506 at 2025-05-24T20:57:31.373
Finished copy 356 at 2025-05-24T20:57:31.831
Finished copy 205 at 2025-05-24T20:57:32.442
Finished copy 54 at 2025-05-24T20:57:33.503
Finished copy 357 at 2025-05-24T20:57:34.829
Finished copy 507 at 2025-05-24T20:57:35.050
Finished copy 206 at 2025-05-24T20:57:35.706
Finished copy 55 at 2025-05-24T20:57:37.125
Finished copy 358 at 2025-05-24T20:57:38.358
Finished copy 508 at 2025-05-24T20:57:38.561
Finished copy 207 at 2025-05-24T20:57:38.949
Finished copy 56 at 2025-05-24T20:57:40.987
Finished copy 509 at 2025-05-24T20:57:41.943
Finished copy 359 at 2025-05-24T20:57:42.274
Finished copy 208 at 2025-05-24T20:57:42.399
Finished copy 57 at 2025-05-24T20:57:44.612
Finished copy 510 at 2025-05-24T20:57:45.332
Finished copy 360 at 2025-05-24T20:57:45.583
Finished copy 209 at 2025-05-24T20:57:45.947
Finished copy 58 at 2025-05-24T20:57:48.039
Finished copy 511 at 2025-05-24T20:57:48.550
Finished copy 361 at 2025-05-24T20:57:48.688
Finished copy 210 at 2025-05-24T20:57:48.974
Finished copy 59 at 2025-05-24T20:57:51.427
Finished copy 362 at 2025-05-24T20:57:51.829
Finished copy 512 at 2025-05-24T20:57:52.148
Finished copy 211 at 2025-05-24T20:57:52.266
Finished copy 60 at 2025-05-24T20:57:54.892
Finished copy 212 at 2025-05-24T20:57:55.407
Finished copy 363 at 2025-05-24T20:57:55.410
Finished copy 513 at 2025-05-24T20:57:55.893
Finished copy 61 at 2025-05-24T20:57:58.156
Finished copy 364 at 2025-05-24T20:57:58.569
Finished copy 514 at 2025-05-24T20:57:59.170
Finished copy 213 at 2025-05-24T20:57:59.330
Finished copy 365 at 2025-05-24T20:58:01.590
Finished copy 62 at 2025-05-24T20:58:01.674
Finished copy 515 at 2025-05-24T20:58:02.573
Finished copy 214 at 2025-05-24T20:58:02.897
Finished copy 63 at 2025-05-24T20:58:04.984
Finished copy 366 at 2025-05-24T20:58:05.020
Finished copy 516 at 2025-05-24T20:58:05.764
Finished copy 215 at 2025-05-24T20:58:06.521
Finished copy 64 at 2025-05-24T20:58:08.059
Finished copy 367 at 2025-05-24T20:58:08.494
Finished copy 517 at 2025-05-24T20:58:08.885
Finished copy 216 at 2025-05-24T20:58:09.971
Finished copy 65 at 2025-05-24T20:58:11.530
Finished copy 368 at 2025-05-24T20:58:11.824
Finished copy 518 at 2025-05-24T20:58:12.244
Finished copy 217 at 2025-05-24T20:58:13.408
Finished copy 66 at 2025-05-24T20:58:15.148
Finished copy 369 at 2025-05-24T20:58:15.355
Finished copy 519 at 2025-05-24T20:58:15.819
Finished copy 218 at 2025-05-24T20:58:16.822
Finished copy 67 at 2025-05-24T20:58:18.517
Finished copy 370 at 2025-05-24T20:58:18.706
Finished copy 520 at 2025-05-24T20:58:18.982
Finished copy 219 at 2025-05-24T20:58:20.358
Finished copy 68 at 2025-05-24T20:58:21.561
Finished copy 371 at 2025-05-24T20:58:22.155
Finished copy 521 at 2025-05-24T20:58:22.396
Finished copy 220 at 2025-05-24T20:58:23.753
Finished copy 69 at 2025-05-24T20:58:24.861
Finished copy 522 at 2025-05-24T20:58:25.337
Finished copy 372 at 2025-05-24T20:58:25.365
Finished copy 221 at 2025-05-24T20:58:26.970
Finished copy 523 at 2025-05-24T20:58:28.383
Finished copy 70 at 2025-05-24T20:58:28.743
Finished copy 373 at 2025-05-24T20:58:28.870
Finished copy 222 at 2025-05-24T20:58:30.583
Finished copy 524 at 2025-05-24T20:58:31.637
Finished copy 374 at 2025-05-24T20:58:32.127
Finished copy 71 at 2025-05-24T20:58:32.319
Finished copy 223 at 2025-05-24T20:58:33.996
Finished copy 525 at 2025-05-24T20:58:35.131
Finished copy 375 at 2025-05-24T20:58:35.452
Finished copy 72 at 2025-05-24T20:58:35.879
Finished copy 224 at 2025-05-24T20:58:37.249
