Any[3, 9, 11, 33]	Any[-1.9888, -1.6224, -1.5136, -0.6736]	Any[-1.9552, -1.4912, -1.3504, -0.6128]
Any[3, 9, 11, 33]	Any[-1.9632, -1.6, -1.512, -0.672]	Any[-1.9488, -1.448, -1.3104, -0.6208]
