l	alpha	x0	n
3.0	20.976483684296582	-1.9101473358404448	1.0
7.0	10.157610928965926	-1.536411086392683	1.0
9.0	7.9405441929828005	-1.3390315124362704	1.0
21.0	10.748667191806444	-0.7104338110998482	1.0
