Starting saddles simulation at 2025-05-24T22:09:19.444
Lattice size: 29
Beta values: [0.1, 0.10279944599549397, 0.10567726096980483, 0.10863563882017176, 0.11167683486080235, 0.11480316754220751, 0.1180170202186681, 0.1213208429651809, 0.12471715444526921, 0.12820854383108135, 0.1317976727772417, 0.13548727744995842, 0.13928017061293513, 0.14317924377167612, 0.14718746937782085, 0.15130790309518719, 0.15554368612925135, 0.15989804762184037, 0.16437430711286308, 0.16897587707095507, 0.17370626549496876, 0.1785690785882898, 0.18356802350802015, 0.1887069111911229, 0.19398965925968314, 0.19942029500750083, 0.20500295847029057, 0.21074190558183128, 0.21664151141846955, 0.22270627353445155, 0.22894081539062563, 0.23534988987912978, 0.2419383829467506, 0.24871131731971624, 0.25567385633276335, 0.26283130786539594, 0.2701891283883382, 0.27775292712326566, 0.2855284703189852, 0.2935216856473252, 0.3017386667220857, 0.3101856777444941, 0.3188691582787082, 0.3277957281610069, 0.3369721925464105, 0.3464055470965792, 0.3561029833129435, 0.36607189401913226, 0.3763198789968798, 0.3868547507797058, 0.39768454060878644, 0.4088175045555577, 0.4202621298157168, 0.4320271411794205, 0.4441215076826148, 0.4565544494445634, 0.46933544469678873, 0.48247423700878694, 0.49598084271601944, 0.5098655585558504, 0.5241389695172453, 0.5388119569102191, 0.553895706661185, 0.5694017178405246, 0.5853418114288852, 0.601728139328883, 0.6185731936290858, 0.6358898161273345, 0.6536912081206652, 0.6719909404692954, 0.6908029639423454, 0.710141619853183, 0.730021650992499, 0.7504582128674476, 0.7714668852554213, 0.7930636840812662, 0.815265073626996, 0.8380879790833082, 0.8615497994524721, 0.885668420812431, 0.9104622299522194, 0.9359501283891019, 0.9621515467781114, 0.9890864597249744, 1.0167754010137187, 1.045239479260565, 1.0745003940060471, 1.1045804522576164, 1.1355025854953513, 1.1672903671537318, 1.1999680305928035, 1.2335604875724422, 1.2680933472437848, 1.3035929356723266, 1.3400863159075478, 1.3776013086143843, 1.4161665132822627, 1.4558113300278694, 1.4965659820082826, 1.5384615384615383]
Copies: 600
Move type: l chain flip
----------------------------------
Finished copy 151 at 2025-05-24T22:09:24.116
Finished copy 451 at 2025-05-24T22:09:24.405
Finished copy 301 at 2025-05-24T22:09:24.662
Finished copy 1 at 2025-05-24T22:09:25.187
Finished copy 302 at 2025-05-24T22:09:29.030
Finished copy 452 at 2025-05-24T22:09:29.289
Finished copy 152 at 2025-05-24T22:09:29.469
Finished copy 2 at 2025-05-24T22:09:31.299
Finished copy 303 at 2025-05-24T22:09:34.241
Finished copy 153 at 2025-05-24T22:09:34.409
Finished copy 453 at 2025-05-24T22:09:34.444
Finished copy 3 at 2025-05-24T22:09:36.412
Finished copy 154 at 2025-05-24T22:09:39.371
Finished copy 454 at 2025-05-24T22:09:39.420
Finished copy 304 at 2025-05-24T22:09:39.537
Finished copy 4 at 2025-05-24T22:09:41.718
Finished copy 155 at 2025-05-24T22:09:44.543
Finished copy 455 at 2025-05-24T22:09:44.580
Finished copy 305 at 2025-05-24T22:09:44.603
Finished copy 5 at 2025-05-24T22:09:47.388
Finished copy 456 at 2025-05-24T22:09:49.466
Finished copy 306 at 2025-05-24T22:09:49.726
Finished copy 156 at 2025-05-24T22:09:49.766
Finished copy 6 at 2025-05-24T22:09:52.939
Finished copy 457 at 2025-05-24T22:09:54.811
Finished copy 307 at 2025-05-24T22:09:54.937
Finished copy 157 at 2025-05-24T22:09:55.225
Finished copy 7 at 2025-05-24T22:09:58.094
Finished copy 158 at 2025-05-24T22:09:59.925
Finished copy 308 at 2025-05-24T22:09:59.984
Finished copy 458 at 2025-05-24T22:10:00.305
Finished copy 8 at 2025-05-24T22:10:04.218
Finished copy 159 at 2025-05-24T22:10:04.480
Finished copy 459 at 2025-05-24T22:10:05.928
Finished copy 309 at 2025-05-24T22:10:05.930
Finished copy 9 at 2025-05-24T22:10:09.652
Finished copy 160 at 2025-05-24T22:10:09.811
Finished copy 310 at 2025-05-24T22:10:10.476
Finished copy 460 at 2025-05-24T22:10:10.807
Finished copy 161 at 2025-05-24T22:10:14.907
Finished copy 311 at 2025-05-24T22:10:15.274
Finished copy 10 at 2025-05-24T22:10:15.576
Finished copy 461 at 2025-05-24T22:10:16.613
Finished copy 162 at 2025-05-24T22:10:19.981
Finished copy 312 at 2025-05-24T22:10:20.553
Finished copy 11 at 2025-05-24T22:10:20.934
Finished copy 462 at 2025-05-24T22:10:22.270
Finished copy 163 at 2025-05-24T22:10:25.562
Finished copy 313 at 2025-05-24T22:10:25.889
Finished copy 12 at 2025-05-24T22:10:26.342
Finished copy 463 at 2025-05-24T22:10:27.643
Finished copy 164 at 2025-05-24T22:10:30.359
Finished copy 314 at 2025-05-24T22:10:31.039
Finished copy 13 at 2025-05-24T22:10:31.778
Finished copy 464 at 2025-05-24T22:10:32.491
Finished copy 165 at 2025-05-24T22:10:35.776
Finished copy 315 at 2025-05-24T22:10:36.444
Finished copy 465 at 2025-05-24T22:10:37.287
Finished copy 14 at 2025-05-24T22:10:37.411
Finished copy 166 at 2025-05-24T22:10:40.756
Finished copy 316 at 2025-05-24T22:10:41.516
Finished copy 466 at 2025-05-24T22:10:42.265
Finished copy 15 at 2025-05-24T22:10:43.130
Finished copy 167 at 2025-05-24T22:10:45.985
Finished copy 317 at 2025-05-24T22:10:46.829
Finished copy 467 at 2025-05-24T22:10:46.892
Finished copy 16 at 2025-05-24T22:10:48.755
Finished copy 168 at 2025-05-24T22:10:51.379
Finished copy 318 at 2025-05-24T22:10:51.871
Finished copy 468 at 2025-05-24T22:10:51.959
Finished copy 17 at 2025-05-24T22:10:54.340
Finished copy 169 at 2025-05-24T22:10:56.893
Finished copy 319 at 2025-05-24T22:10:56.966
Finished copy 469 at 2025-05-24T22:10:57.476
Finished copy 18 at 2025-05-24T22:11:00.526
Finished copy 170 at 2025-05-24T22:11:01.800
Finished copy 320 at 2025-05-24T22:11:02.485
Finished copy 470 at 2025-05-24T22:11:02.565
Finished copy 19 at 2025-05-24T22:11:05.962
Finished copy 471 at 2025-05-24T22:11:07.330
Finished copy 171 at 2025-05-24T22:11:07.423
Finished copy 321 at 2025-05-24T22:11:07.461
Finished copy 20 at 2025-05-24T22:11:11.727
Finished copy 172 at 2025-05-24T22:11:12.684
Finished copy 322 at 2025-05-24T22:11:12.784
Finished copy 472 at 2025-05-24T22:11:12.902
Finished copy 21 at 2025-05-24T22:11:17.450
Finished copy 473 at 2025-05-24T22:11:17.966
Finished copy 173 at 2025-05-24T22:11:18.011
Finished copy 323 at 2025-05-24T22:11:18.084
Finished copy 22 at 2025-05-24T22:11:22.879
Finished copy 174 at 2025-05-24T22:11:23.346
Finished copy 324 at 2025-05-24T22:11:23.639
Finished copy 474 at 2025-05-24T22:11:23.800
Finished copy 175 at 2025-05-24T22:11:28.066
Finished copy 23 at 2025-05-24T22:11:28.185
Finished copy 325 at 2025-05-24T22:11:28.665
Finished copy 475 at 2025-05-24T22:11:29.567
Finished copy 176 at 2025-05-24T22:11:33.332
Finished copy 326 at 2025-05-24T22:11:33.455
Finished copy 24 at 2025-05-24T22:11:33.661
Finished copy 476 at 2025-05-24T22:11:34.839
Finished copy 327 at 2025-05-24T22:11:38.567
Finished copy 177 at 2025-05-24T22:11:39.007
Finished copy 25 at 2025-05-24T22:11:39.152
Finished copy 477 at 2025-05-24T22:11:39.776
Finished copy 328 at 2025-05-24T22:11:43.963
Finished copy 26 at 2025-05-24T22:11:44.511
Finished copy 478 at 2025-05-24T22:11:44.714
Finished copy 178 at 2025-05-24T22:11:44.792
Finished copy 329 at 2025-05-24T22:11:49.115
Finished copy 179 at 2025-05-24T22:11:49.768
Finished copy 479 at 2025-05-24T22:11:50.186
Finished copy 27 at 2025-05-24T22:11:50.186
Finished copy 330 at 2025-05-24T22:11:54.252
Finished copy 180 at 2025-05-24T22:11:54.947
Finished copy 480 at 2025-05-24T22:11:55.418
Finished copy 28 at 2025-05-24T22:11:55.844
Finished copy 331 at 2025-05-24T22:11:59.314
Finished copy 181 at 2025-05-24T22:11:59.886
Finished copy 481 at 2025-05-24T22:12:00.446
Finished copy 29 at 2025-05-24T22:12:01.948
Finished copy 332 at 2025-05-24T22:12:04.542
Finished copy 182 at 2025-05-24T22:12:04.744
Finished copy 482 at 2025-05-24T22:12:05.827
Finished copy 30 at 2025-05-24T22:12:07.447
Finished copy 333 at 2025-05-24T22:12:09.247
Finished copy 183 at 2025-05-24T22:12:10.193
Finished copy 483 at 2025-05-24T22:12:11.387
Finished copy 31 at 2025-05-24T22:12:13.366
Finished copy 334 at 2025-05-24T22:12:14.551
Finished copy 184 at 2025-05-24T22:12:15.306
Finished copy 484 at 2025-05-24T22:12:16.436
Finished copy 32 at 2025-05-24T22:12:18.772
Finished copy 335 at 2025-05-24T22:12:19.503
Finished copy 185 at 2025-05-24T22:12:21.186
Finished copy 485 at 2025-05-24T22:12:21.580
Finished copy 33 at 2025-05-24T22:12:24.318
Finished copy 336 at 2025-05-24T22:12:24.365
Finished copy 186 at 2025-05-24T22:12:25.873
Finished copy 486 at 2025-05-24T22:12:27.373
Finished copy 337 at 2025-05-24T22:12:29.091
Finished copy 34 at 2025-05-24T22:12:30.010
Finished copy 187 at 2025-05-24T22:12:30.633
Finished copy 487 at 2025-05-24T22:12:31.696
Finished copy 338 at 2025-05-24T22:12:33.687
Finished copy 35 at 2025-05-24T22:12:35.691
Finished copy 188 at 2025-05-24T22:12:36.073
Finished copy 488 at 2025-05-24T22:12:37.532
Finished copy 339 at 2025-05-24T22:12:38.339
Finished copy 189 at 2025-05-24T22:12:41.232
Finished copy 36 at 2025-05-24T22:12:41.439
Finished copy 489 at 2025-05-24T22:12:42.595
Finished copy 340 at 2025-05-24T22:12:43.526
Finished copy 190 at 2025-05-24T22:12:45.952
Finished copy 37 at 2025-05-24T22:12:47.362
Finished copy 490 at 2025-05-24T22:12:47.398
Finished copy 341 at 2025-05-24T22:12:48.705
Finished copy 191 at 2025-05-24T22:12:51.215
Finished copy 38 at 2025-05-24T22:12:52.989
Finished copy 491 at 2025-05-24T22:12:53.023
Finished copy 342 at 2025-05-24T22:12:53.605
Finished copy 192 at 2025-05-24T22:12:56.368
Finished copy 39 at 2025-05-24T22:12:58.200
Finished copy 343 at 2025-05-24T22:12:58.369
Finished copy 492 at 2025-05-24T22:12:58.671
Finished copy 193 at 2025-05-24T22:13:01.301
Finished copy 344 at 2025-05-24T22:13:03.326
Finished copy 493 at 2025-05-24T22:13:03.662
Finished copy 40 at 2025-05-24T22:13:04.410
Finished copy 194 at 2025-05-24T22:13:06.224
Finished copy 345 at 2025-05-24T22:13:08.206
Finished copy 494 at 2025-05-24T22:13:08.494
Finished copy 41 at 2025-05-24T22:13:09.699
Finished copy 195 at 2025-05-24T22:13:11.712
Finished copy 346 at 2025-05-24T22:13:12.762
Finished copy 495 at 2025-05-24T22:13:14.008
Finished copy 42 at 2025-05-24T22:13:15.777
Finished copy 196 at 2025-05-24T22:13:16.770
Finished copy 347 at 2025-05-24T22:13:18.142
Finished copy 496 at 2025-05-24T22:13:19.361
Finished copy 43 at 2025-05-24T22:13:20.911
Finished copy 197 at 2025-05-24T22:13:21.915
Finished copy 348 at 2025-05-24T22:13:23.535
Finished copy 497 at 2025-05-24T22:13:24.639
Finished copy 44 at 2025-05-24T22:13:26.526
Finished copy 198 at 2025-05-24T22:13:27.110
Finished copy 349 at 2025-05-24T22:13:29.106
Finished copy 498 at 2025-05-24T22:13:29.443
Finished copy 45 at 2025-05-24T22:13:31.715
Finished copy 199 at 2025-05-24T22:13:32.663
Finished copy 499 at 2025-05-24T22:13:34.264
Finished copy 350 at 2025-05-24T22:13:34.478
Finished copy 46 at 2025-05-24T22:13:37.353
Finished copy 200 at 2025-05-24T22:13:37.524
Finished copy 351 at 2025-05-24T22:13:39.535
Finished copy 500 at 2025-05-24T22:13:39.918
Finished copy 201 at 2025-05-24T22:13:42.440
Finished copy 47 at 2025-05-24T22:13:43.353
Finished copy 352 at 2025-05-24T22:13:44.611
Finished copy 501 at 2025-05-24T22:13:45.112
Finished copy 202 at 2025-05-24T22:13:47.376
Finished copy 48 at 2025-05-24T22:13:48.782
Finished copy 353 at 2025-05-24T22:13:49.710
Finished copy 502 at 2025-05-24T22:13:50.067
Finished copy 203 at 2025-05-24T22:13:52.868
Finished copy 49 at 2025-05-24T22:13:54.108
Finished copy 503 at 2025-05-24T22:13:55.550
Finished copy 354 at 2025-05-24T22:13:55.574
Finished copy 204 at 2025-05-24T22:13:57.945
Finished copy 50 at 2025-05-24T22:13:59.617
Finished copy 355 at 2025-05-24T22:14:00.564
Finished copy 504 at 2025-05-24T22:14:00.955
Finished copy 205 at 2025-05-24T22:14:02.834
Finished copy 51 at 2025-05-24T22:14:04.984
Finished copy 356 at 2025-05-24T22:14:05.649
Finished copy 505 at 2025-05-24T22:14:06.113
Finished copy 206 at 2025-05-24T22:14:08.492
Finished copy 357 at 2025-05-24T22:14:10.801
Finished copy 52 at 2025-05-24T22:14:10.884
Finished copy 506 at 2025-05-24T22:14:11.849
Finished copy 207 at 2025-05-24T22:14:13.600
Finished copy 358 at 2025-05-24T22:14:15.694
Finished copy 53 at 2025-05-24T22:14:16.492
Finished copy 507 at 2025-05-24T22:14:16.592
Finished copy 208 at 2025-05-24T22:14:19.283
Finished copy 359 at 2025-05-24T22:14:21.111
Finished copy 508 at 2025-05-24T22:14:21.364
Finished copy 54 at 2025-05-24T22:14:22.040
Finished copy 209 at 2025-05-24T22:14:24.328
Finished copy 360 at 2025-05-24T22:14:26.096
Finished copy 509 at 2025-05-24T22:14:26.270
Finished copy 55 at 2025-05-24T22:14:27.442
Finished copy 210 at 2025-05-24T22:14:29.230
Finished copy 510 at 2025-05-24T22:14:31.173
Finished copy 361 at 2025-05-24T22:14:31.300
Finished copy 56 at 2025-05-24T22:14:33.049
Finished copy 211 at 2025-05-24T22:14:34.963
Finished copy 362 at 2025-05-24T22:14:37.103
Finished copy 511 at 2025-05-24T22:14:37.267
Finished copy 57 at 2025-05-24T22:14:39.250
Finished copy 212 at 2025-05-24T22:14:39.657
Finished copy 363 at 2025-05-24T22:14:42.182
Finished copy 512 at 2025-05-24T22:14:42.516
Finished copy 213 at 2025-05-24T22:14:44.615
Finished copy 58 at 2025-05-24T22:14:44.805
Finished copy 364 at 2025-05-24T22:14:46.912
Finished copy 513 at 2025-05-24T22:14:47.815
Finished copy 214 at 2025-05-24T22:14:49.951
Finished copy 59 at 2025-05-24T22:14:50.807
Finished copy 365 at 2025-05-24T22:14:52.066
Finished copy 514 at 2025-05-24T22:14:52.227
Finished copy 215 at 2025-05-24T22:14:55.780
Finished copy 60 at 2025-05-24T22:14:56.624
Finished copy 366 at 2025-05-24T22:14:57.096
Finished copy 515 at 2025-05-24T22:14:57.432
Finished copy 216 at 2025-05-24T22:15:01.191
Finished copy 516 at 2025-05-24T22:15:01.998
Finished copy 61 at 2025-05-24T22:15:02.042
Finished copy 367 at 2025-05-24T22:15:02.371
Finished copy 217 at 2025-05-24T22:15:06.412
Finished copy 517 at 2025-05-24T22:15:06.550
Finished copy 368 at 2025-05-24T22:15:07.416
Finished copy 62 at 2025-05-24T22:15:07.750
Finished copy 218 at 2025-05-24T22:15:11.098
Finished copy 518 at 2025-05-24T22:15:12.183
Finished copy 369 at 2025-05-24T22:15:12.907
Finished copy 63 at 2025-05-24T22:15:14.152
Finished copy 219 at 2025-05-24T22:15:15.974
Finished copy 519 at 2025-05-24T22:15:17.218
Finished copy 370 at 2025-05-24T22:15:18.232
Finished copy 64 at 2025-05-24T22:15:19.737
Finished copy 220 at 2025-05-24T22:15:21.003
Finished copy 371 at 2025-05-24T22:15:23.554
Finished copy 520 at 2025-05-24T22:15:23.818
Finished copy 65 at 2025-05-24T22:15:25.150
Finished copy 221 at 2025-05-24T22:15:26.229
Finished copy 372 at 2025-05-24T22:15:28.413
Finished copy 521 at 2025-05-24T22:15:29.131
Finished copy 66 at 2025-05-24T22:15:30.748
Finished copy 222 at 2025-05-24T22:15:31.016
Finished copy 522 at 2025-05-24T22:15:34.069
Finished copy 373 at 2025-05-24T22:15:34.096
Finished copy 223 at 2025-05-24T22:15:36.292
Finished copy 67 at 2025-05-24T22:15:36.463
Finished copy 523 at 2025-05-24T22:15:39.279
Finished copy 374 at 2025-05-24T22:15:39.475
Finished copy 224 at 2025-05-24T22:15:41.399
Finished copy 68 at 2025-05-24T22:15:41.990
Finished copy 375 at 2025-05-24T22:15:44.449
Finished copy 524 at 2025-05-24T22:15:44.659
Finished copy 225 at 2025-05-24T22:15:46.187
Finished copy 69 at 2025-05-24T22:15:47.518
Finished copy 525 at 2025-05-24T22:15:49.230
Finished copy 376 at 2025-05-24T22:15:49.457
Finished copy 226 at 2025-05-24T22:15:51.839
Finished copy 70 at 2025-05-24T22:15:53.180
Finished copy 377 at 2025-05-24T22:15:54.786
Finished copy 526 at 2025-05-24T22:15:54.899
Finished copy 227 at 2025-05-24T22:15:56.882
Finished copy 71 at 2025-05-24T22:15:58.341
Finished copy 527 at 2025-05-24T22:15:59.684
Finished copy 378 at 2025-05-24T22:15:59.869
Finished copy 228 at 2025-05-24T22:16:01.832
Finished copy 72 at 2025-05-24T22:16:03.765
Finished copy 528 at 2025-05-24T22:16:04.652
Finished copy 379 at 2025-05-24T22:16:05.021
Finished copy 229 at 2025-05-24T22:16:06.657
Finished copy 73 at 2025-05-24T22:16:09.209
Finished copy 529 at 2025-05-24T22:16:09.806
Finished copy 380 at 2025-05-24T22:16:10.010
Finished copy 230 at 2025-05-24T22:16:11.689
Finished copy 74 at 2025-05-24T22:16:14.310
Finished copy 530 at 2025-05-24T22:16:14.822
Finished copy 381 at 2025-05-24T22:16:14.831
Finished copy 231 at 2025-05-24T22:16:16.999
Finished copy 531 at 2025-05-24T22:16:19.748
Finished copy 75 at 2025-05-24T22:16:19.978
Finished copy 382 at 2025-05-24T22:16:20.132
Finished copy 232 at 2025-05-24T22:16:22.396
Finished copy 532 at 2025-05-24T22:16:24.338
Finished copy 383 at 2025-05-24T22:16:25.591
Finished copy 76 at 2025-05-24T22:16:25.888
Finished copy 233 at 2025-05-24T22:16:27.481
Finished copy 533 at 2025-05-24T22:16:29.256
Finished copy 384 at 2025-05-24T22:16:30.581
Finished copy 77 at 2025-05-24T22:16:31.848
Finished copy 234 at 2025-05-24T22:16:32.138
