l	alpha	x0	n
3.0	100.0	-1.984213691952568	2.0
5.0	40.74556180646325	-1.919860221138702	2.0
13.0	14.318089921724372	-1.508103987808133	2.0
15.0	12.210110351633693	-1.4029720446489227	2.0
39.0	16.7895990619974	-0.7509087158732726	2.0
65.0	22.358994452076157	-0.518511006206536	2.0
