l	alpha	x0	n
3.0	18.79132803253274	-1.8962932737020608	1.0
5.0	11.967594424340424	-1.695370523578004	1.0
11.0	7.793743288875104	-1.1185652945189477	1.0
19.0	10.12856310226004	-0.7265326872279939	1.0
