l	alpha	x0	n
3.0	100.0	-1.9839246812315758	2.0
5.0	39.81371217648857	-1.9192004988398805	2.0
13.0	13.797658589391625	-1.506821621668834	2.0
15.0	12.206382325048887	-1.4033609989263365	2.0
39.0	17.128402479178778	-0.7417356540198699	2.0
65.0	22.179341524813083	-0.5119004170651728	2.0
