l	alpha	x0	n
3.0	13.37175318270676	-1.8468742295985126	1.0
5.0	9.157870161895401	-1.5847240687241293	1.0
9.0	7.097161109866861	-1.140741050150805	1.0
15.0	8.556804733587214	-0.7523815005272011	1.0
