l	alpha	x0	n
3.0	43.67237906613049	-1.9842062442432349	2.0
5.0	43.41983914567771	-1.9290510680178314	2.0
9.0	15.346517971577619	-1.7608059907606297	2.0
23.0	13.497911874305668	-1.0872268334292554	2.0
41.0	18.088051721473796	-0.7349098568059603	2.0
69.0	22.826743765096378	-0.5042298013096672	2.0
