beta,tau_unc,alpha_unc
0.25,526.8299789422389,0.42298113404772586
0.25757124579110297,1189.912296565047,0.41897745373997586
0.2653717866335231,2892.1952659925487,0.4339826169953085
0.2734085667240293,7850.732856446268,0.42025867255541277
0.28168874056427257,14008.731175118299,0.45006756905971035
0.2902196793298659,62702.70651406989,0.3887728138333185
0.29900897743235194,64209.31428520361,0.4899079072005866
0.3080644592798988,281505.1260452585,0.5191200894358
0.3173941862427442,344244.3632449514,0.6020059084704377
0.3270064638295879,1.6449431369953067e6,0.5841263186861527
0.3369098490813209,3.0559028632930523e10,0.26228734488051175
0.3471131581886732,4.085011509741731e7,0.49225617187334586
0.357625474340563,1.0693597949947731e8,0.6337616690572763
0.36845615581013186,2.149790871615788e10,0.40025615053929703
0.3796148442856656,3.7668872882819815e9,0.6177508480436499
0.39111147345381786,1.9922191539381647e8,1.0
0.40295627784277505,1.9922191539381647e8,1.0
0.4151598019332376,1.9922191539381647e8,1.0
0.42773290954532633,1.9922191539381647e8,1.0
0.44068679350977147,1.9922191539381647e8,1.0
