C,v,l
3.39281869467133,0.9134658365341962,1.0
2.3620217583034213,0.8208460848515124,3.0
5.345387439494021,1.2344854698095034,7.0
14.310887974874564,1.1835257324433022,9.0
1712.057925619497,2.064225113371718,21.0
