beta,tau_unc,alpha_unc
0.1,1.0,1.0
0.10627824058887834,1.0,1.0
0.11295064422667504,1.0,1.0
0.12004195741791371,1.0,0.6229251568945608
0.12757848031220922,1.0,0.6094514567507784
0.13558816424584447,1.0,0.6106932527412465
0.14410071540724212,1.0,0.646192210728104
0.15314770501080363,1.330212838894935,0.627266833241814
0.16276268638772753,1.635657932504492,0.6359950218947215
0.17298131942807057,2.129359500673651,0.6033600181388747
0.18384150283558098,3.3400067149229513,0.6020829496673165
0.19538351468580836,3.8058714210732703,0.6049526831476381
0.2076501618087898,6.354622446980417,0.6247452330516865
0.22068693855034074,8.437438943936394,0.6207236257822475
0.23454219550076125,14.97256209399945,0.6366124979658774
0.2492673188167364,21.901968540406532,0.5899417365915758
0.2649169208014975,35.919754346633574,0.5785066428194092
0.2815490424500638,68.504169673064,0.5914826813650471
0.2992253687107619,143.7164140642922,0.5570722849753774
0.3180114572613818,301.5345040855185,0.5817916633589294
0.33797698164844936,938.7503897556612,0.536929652972157
0.3591959896913681,2205.6286711499542,0.5103723337007495
0.38174717810979486,8774.44984189956,0.5309334016679368
0.4057141843927816,54155.30895912877,0.5004370464948867
0.4311858969921659,830015.6288365809,0.4404063376891551
