C,B,Tf,l
-0.16112970919504066,0.773240607330559,1.9096985979528531,1.0
-0.5662130301994511,1.1148047153847467,1.7664403554833255,3.0
-0.5614804425396672,1.5342079881452833,1.785530032841672,7.0
-0.7393468494242723,2.339241280925909,1.637170112744016,9.0
-0.7598293592613751,5.0,1.5693090555194311,21.0
