beta,tau_E,alpha_E,tau_M,alpha_M
0.25,1.1832302897129339,0.826967802594833,1.0977468672790487,0.8472939290638786
0.25757124579110297,1.3275688128816348,0.8032765663717132,1.2969713273490084,0.8393565032151739
0.2653717866335231,1.4295893130112376,0.8279777978754461,1.4818839162322655,0.8388293438692873
0.2734085667240293,1.7164506379127344,0.7963595380064123,1.7347928060863416,0.8395163406187585
0.28168874056427257,1.9529843054875362,0.784717775820451,2.0583551398423565,0.8505562240081619
0.2902196793298659,2.2391787765144984,0.7701753382798869,2.569872266204644,0.8469605459548407
0.29900897743235194,2.5856535348296323,0.7919741098599687,3.1211343323369047,0.8427971936295343
0.3080644592798988,3.0390899403757037,0.8021267423290972,3.774828678592832,0.8653673100845465
0.3173941862427442,3.724117384582506,0.7846063525693386,5.0298713885087505,0.851590947894088
0.3270064638295879,4.522798249537501,0.7844722740915843,6.479046771486673,0.8673877363604167
0.3369098490813209,5.5831205063678935,0.7791995725627601,8.860091394745497,0.8987953350024298
0.3471131581886732,6.934297536671102,0.7779422539529957,12.491476436330789,0.8562775764378959
0.357625474340563,9.513832241583842,0.7643619002386048,17.523107308838938,0.9334127303010016
0.36845615581013186,12.379767165217752,0.741127371992513,26.3375670627921,0.9537459499934691
0.3796148442856656,17.720081776261374,0.7713305177199669,41.4868087930733,0.9407041263056062
0.39111147345381786,24.78114054536922,0.7973018137524174,74.54498289605343,0.9372131185170275
0.40295627784277505,39.50814773428751,0.7704081867966558,114.17655833579084,1.0
0.4151598019332376,72.9741667698233,0.8602056185152377,280.3013660140824,1.0
0.42773290954532633,149.27639717288108,0.6863122620948319,501.2931404768591,1.0
0.44068679350977147,317.0287231922526,0.7578468944258911,715.0353618771495,1.0
