beta,tau_E,alpha_E,tau_M,alpha_M
0.25,1.0,0.8921124221936456,3.6624729833969023,0.9714049564011946
0.25757124579110297,1.0,0.842350031072442,3.8188391714741283,1.0
0.2653717866335231,1.0,0.8662548239759453,4.470114011936074,1.0
0.2734085667240293,1.020232315971475,0.8586247551534121,4.722119452076489,1.0
0.28168874056427257,1.0958227538854994,0.8434204470875444,5.296937767143585,1.0
0.2902196793298659,1.165784964686138,0.8558399080848084,6.069745767294957,1.0
0.29900897743235194,1.2680128466109852,0.8279997482393806,6.8007062451975795,1.0
0.3080644592798988,1.3721496328803213,0.7922516410293562,7.941213888561871,0.9969918584189901
0.3173941862427442,1.5397190298627603,0.7834846901891938,9.606036447829984,0.992639021109154
0.3270064638295879,1.679206913569615,0.7732139878520831,11.38082118366501,0.9933097142331447
0.3369098490813209,1.8881501130465193,0.7586448227147833,13.292387219613659,1.0
0.3471131581886732,2.1160874946304644,0.7429048413309968,17.026013284827,1.0
0.357625474340563,2.4436090143790814,0.7234575905533807,22.484199794970017,1.0
0.36845615581013186,2.872595072466218,0.6924999815160738,30.797270369272425,0.9807893081282156
0.3796148442856656,3.4466220823810736,0.6376108607257538,48.170981591839556,0.9504114460663358
0.39111147345381786,4.37906319777558,0.6019132066093131,67.05731688263415,1.0
0.40295627784277505,5.634023157923474,0.5474457890441249,102.52427107220761,1.0
0.4151598019332376,9.811956351688549,0.5129696650090091,161.34435138833675,1.0
0.42773290954532633,21.14532113223327,0.4453859452004519,533.4982542871969,1.0
0.44068679350977147,74.23713059039527,0.43318141841576624,506.7696758125447,0.948870671967549
