beta,tau_unc,alpha_unc
0.25,1.0,1.0
0.25757124579110297,1.0,1.0
0.2653717866335231,1.0,1.0
0.2734085667240293,1.0,0.9685628520070722
0.28168874056427257,1.0,0.9381166751110126
0.2902196793298659,1.0,0.6026003879712455
0.29900897743235194,1.0,0.6294154952997245
0.3080644592798988,1.0,0.5615982773731827
0.3173941862427442,1.0,0.581210556390384
0.3270064638295879,1.0,0.593565505237656
0.3369098490813209,1.1382657404840497,0.5703691866501257
0.3471131581886732,1.321955928114203,0.540529294857751
0.357625474340563,1.708859414767133,0.538144660948442
0.36845615581013186,2.2548044289235296,0.5058276917723599
0.3796148442856656,2.9375062056588637,0.49224009018063
0.39111147345381786,3.919993931287603,0.4568449932899138
0.40295627784277505,5.532384731225975,0.40342024388277326
0.4151598019332376,10.751489075048388,0.3970555295119822
0.42773290954532633,22.032684165359004,0.2911585138590708
0.44068679350977147,87.14046669777706,0.2135513417625657
