beta,tau_unc,alpha_unc
0.25,1.0,0.7450254501858752
0.25757124579110297,1.0034690197172849,0.7287288293101017
0.2653717866335231,1.049289767704379,0.7206449116214135
0.2734085667240293,1.098386536560089,0.6957507438463306
0.28168874056427257,1.1603664191290584,0.6742626922866882
0.2902196793298659,1.23939050801129,0.6701230677361518
0.29900897743235194,1.2950937989615445,0.6421152390040193
0.3080644592798988,1.414231772777747,0.6160987155251741
0.3173941862427442,1.4962423999065377,0.6030105039237479
0.3270064638295879,1.604673532945664,0.5813156007645922
0.3369098490813209,1.8114354184513044,0.5739787536592692
0.3471131581886732,2.023805766061861,0.5503986766136894
0.357625474340563,2.3229844309788867,0.51328540802602
0.36845615581013186,2.753069123196115,0.5028677561930491
0.3796148442856656,3.3426707219249288,0.46518217173858717
0.39111147345381786,4.380672206735032,0.455900373043619
0.40295627784277505,6.108456976753757,0.41062840435668596
0.4151598019332376,9.049303783426758,0.338714589328933
0.42773290954532633,20.4227867046773,0.30592720491265885
0.44068679350977147,52.42518337317368,0.1674566504874076
