beta,tau_unc,alpha_unc
0.25,1.2534530715552947,0.6437907553857486
0.25757124579110297,1.415056616956984,0.6128642398378412
0.2653717866335231,2.0057165110114883,0.6234775131978739
0.2734085667240293,2.537692334609639,0.6183362481640021
0.28168874056427257,3.425353103752942,0.6071861470180867
0.2902196793298659,4.5727686491025015,0.6460562184103762
0.29900897743235194,7.0428299577459645,0.6257778598965493
0.3080644592798988,9.253214770743234,0.6282480912717838
0.3173941862427442,13.549650613383664,0.5982902458258721
0.3270064638295879,20.40017352642505,0.5888534099204625
0.3369098490813209,36.82959857000082,0.6172552910917383
0.3471131581886732,54.75951900370712,0.593250709570085
0.357625474340563,100.47716143101358,0.5493142393323006
0.36845615581013186,220.02493817186178,0.5684025587003179
0.3796148442856656,477.5926342213057,0.5657021439493908
0.39111147345381786,1076.307074982822,0.505088467153147
0.40295627784277505,2959.9808564552627,0.5529317398088782
0.4151598019332376,14613.197014703557,0.5042580712161122
0.42773290954532633,59234.96670310906,0.4999404433384471
0.44068679350977147,511898.2482111138,0.49614014317732086
