beta,tau_E,alpha_E,tau_M,alpha_M
0.25,1.0,0.8175597746784791,3.574713990199914,1.0
0.25757124579110297,1.0,0.8459776189285049,3.9473314421631986,0.9565557371005059
0.2653717866335231,1.0,0.8420539803357112,4.252568330270873,1.0
0.2734085667240293,1.0,0.8555205161351509,4.736456389276302,1.0
0.28168874056427257,1.0930423807527714,0.8168070273909561,5.382563076529765,0.9898517259015779
0.2902196793298659,1.1826854240282254,0.8013203662155558,6.0814647223987395,0.9994546609135501
0.29900897743235194,1.2931680934140466,0.8110245739244543,6.9817391624643665,0.9850307987806931
0.3080644592798988,1.3822469173794438,0.8088364715392375,8.04793518183717,0.9663583502132258
0.3173941862427442,1.5589004136533642,0.7783589316067798,9.345341705893016,0.9993214462303349
0.3270064638295879,1.6821920364353997,0.7877807036969664,11.208917397662502,1.0
0.3369098490813209,1.8827862566063975,0.737624300619213,13.623525393331219,1.0
0.3471131581886732,2.1441736704451793,0.7455365385919419,17.874407489226346,1.0
0.357625474340563,2.437123650294896,0.7043197961914593,22.069607164211536,1.0
0.36845615581013186,2.939617671567367,0.6927892349061929,31.856767724225378,0.9769228034334932
0.3796148442856656,3.382020075647449,0.6769911747774836,41.83805834222267,1.0
0.39111147345381786,4.521567463257785,0.5988116057259397,67.71480973264116,0.9431368209830564
0.40295627784277505,6.326610180876751,0.5476408958868031,102.88233475267971,1.0
0.4151598019332376,9.455882153519557,0.5665921019014186,209.47433040637696,1.0
0.42773290954532633,19.947256403487003,0.44959451419566493,365.3881327099667,1.0
0.44068679350977147,105.11106815890763,0.38078162041861274,667.442030724378,0.982318369827729
