beta,tau_unc,alpha_unc
0.25,1.0,1.0
0.25757124579110297,1.0,1.0
0.2653717866335231,1.0,0.9775960315847613
0.2734085667240293,1.0,0.9210798916070048
0.28168874056427257,1.0,0.5881510240834538
0.2902196793298659,1.0,0.5466871399070967
0.29900897743235194,1.0,0.5998932849785538
0.3080644592798988,1.0,0.6084012303826803
0.3173941862427442,1.0079344687611473,0.5882122317532252
0.3270064638295879,1.3016420191547218,0.6133390913256195
0.3369098490813209,1.4283864029213913,0.5702416466502329
0.3471131581886732,1.9466859092855517,0.5412480206135349
0.357625474340563,2.5698755981487102,0.5592138296124444
0.36845615581013186,3.4072880873359654,0.5376833859701464
0.3796148442856656,4.687688435980364,0.490526828237079
0.39111147345381786,7.673755237058516,0.4962125319854822
0.40295627784277505,12.195727282582,0.47298916401069907
0.4151598019332376,21.93734979317648,0.3952773053693548
0.42773290954532633,44.89007439156984,0.2797209142007475
0.44068679350977147,298.21701570141704,0.2621845640629405
