beta,tau_E,alpha_E,tau_M,alpha_M
0.25,1.0,0.8334130163114141,1.428963531747537,0.9326820323395625
0.25757124579110297,1.0,0.8215434531413468,1.5588938795665066,0.931694959841547
0.2653717866335231,1.0,0.8101752831161857,1.810717196474919,0.9194312173426977
0.2734085667240293,1.0629918564485572,0.8731152032587475,2.0043884539361874,0.9118255985061544
0.28168874056427257,1.1494216501298897,0.8224845732269587,2.305557094700049,0.9469415571148213
0.2902196793298659,1.2944512585552648,0.8391201499218687,2.691848240702011,0.9214379615797045
0.29900897743235194,1.415761877942165,0.8198371230063115,3.022112608430238,0.9712528575679824
0.3080644592798988,1.5987928793720556,0.8148859903627669,3.7403407929698855,0.9236703192216803
0.3173941862427442,1.8260966873246864,0.8159584896097705,4.412523300944521,0.9498015541710166
0.3270064638295879,2.0997710669214427,0.8119137729958826,5.329943585090509,0.9305433893871237
0.3369098490813209,2.400293070325263,0.7838150593818141,6.879783045213903,0.9351758122359577
0.3471131581886732,2.928169154727384,0.766373160904523,8.822649599403254,0.9790214720867159
0.357625474340563,3.5068178234235257,0.790645808485066,12.093188778912673,0.9371821084266054
0.36845615581013186,4.257285309037939,0.7644701621121297,15.781139482719844,1.0
0.3796148442856656,5.3400972105851,0.7992578947412149,25.533126767734277,1.0
0.39111147345381786,7.102723763668082,0.7699594594620621,40.26114185033392,1.0
0.40295627784277505,10.13586570119234,0.7414692235534145,73.12518481309415,1.0
0.4151598019332376,17.80744994302614,0.6785432037507446,144.9062432378403,1.0
0.42773290954532633,35.35890342394064,0.6249382167521648,303.9125099117007,1.0
0.44068679350977147,129.3297240795968,0.529486958894262,529.7003961393303,0.9428716660015647
