beta,tau_unc,alpha_unc
0.25,1.0,0.7262858366537597
0.25757124579110297,1.0,0.723042770121479
0.2653717866335231,1.0485869824366398,0.7158966399079532
0.2734085667240293,1.0866947225508516,0.6908039992033269
0.28168874056427257,1.1558751824717668,0.6647374183864354
0.2902196793298659,1.2320526387825823,0.6720289461876908
0.29900897743235194,1.2630205128773464,0.6297164816178461
0.3080644592798988,1.4273126647193934,0.6475818744913061
0.3173941862427442,1.4896788229965603,0.5910563122241059
0.3270064638295879,1.6435646356702955,0.6078628278025563
0.3369098490813209,1.7859585926479131,0.5743383626927803
0.3471131581886732,2.0779995917227714,0.5426038545095906
0.357625474340563,2.275638536023532,0.5126729305614961
0.36845615581013186,2.6425564249134426,0.47841129667748605
0.3796148442856656,3.4289243154957845,0.47757574590887475
0.39111147345381786,4.2440290057112495,0.44421193440571366
0.40295627784277505,6.095298236227891,0.4215354844814632
0.4151598019332376,9.509697712214775,0.3798880515482019
0.42773290954532633,24.298534883426615,0.35082721484233076
0.44068679350977147,76.22431700256791,0.15448800180735817
