Starting saddles simulation at 2025-05-21T21:13:11.663
Lattice size: 97
Beta values: [0.1, 0.10279944599549397, 0.10567726096980483, 0.10863563882017176, 0.11167683486080235, 0.11480316754220751, 0.1180170202186681, 0.1213208429651809, 0.12471715444526921, 0.12820854383108135, 0.1317976727772417, 0.13548727744995842, 0.13928017061293513, 0.14317924377167612, 0.14718746937782085, 0.15130790309518719, 0.15554368612925135, 0.15989804762184037, 0.16437430711286308, 0.16897587707095507, 0.17370626549496876, 0.1785690785882898, 0.18356802350802015, 0.1887069111911229, 0.19398965925968314, 0.19942029500750083, 0.20500295847029057, 0.21074190558183128, 0.21664151141846955, 0.22270627353445155, 0.22894081539062563, 0.23534988987912978, 0.2419383829467506, 0.24871131731971624, 0.25567385633276335, 0.26283130786539594, 0.2701891283883382, 0.27775292712326566, 0.2855284703189852, 0.2935216856473252, 0.3017386667220857, 0.3101856777444941, 0.3188691582787082, 0.3277957281610069, 0.3369721925464105, 0.3464055470965792, 0.3561029833129435, 0.36607189401913226, 0.3763198789968798, 0.3868547507797058, 0.39768454060878644, 0.4088175045555577, 0.4202621298157168, 0.4320271411794205, 0.4441215076826148, 0.4565544494445634, 0.46933544469678873, 0.48247423700878694, 0.49598084271601944, 0.5098655585558504, 0.5241389695172453, 0.5388119569102191, 0.553895706661185, 0.5694017178405246, 0.5853418114288852, 0.601728139328883, 0.6185731936290858, 0.6358898161273345, 0.6536912081206652, 0.6719909404692954, 0.6908029639423454, 0.710141619853183, 0.730021650992499, 0.7504582128674476, 0.7714668852554213, 0.7930636840812662, 0.815265073626996, 0.8380879790833082, 0.8615497994524721, 0.885668420812431, 0.9104622299522194, 0.9359501283891019, 0.9621515467781114, 0.9890864597249744, 1.0167754010137187, 1.045239479260565, 1.0745003940060471, 1.1045804522576164, 1.1355025854953513, 1.1672903671537318, 1.1999680305928035, 1.2335604875724422, 1.2680933472437848, 1.3035929356723266, 1.3400863159075478, 1.3776013086143843, 1.4161665132822627, 1.4558113300278694, 1.4965659820082826, 1.5384615384615383]
Copies: 600
Move type: l chain flip
----------------------------------
Finished copy 1 at 2025-05-21T21:15:46.248
Finished copy 301 at 2025-05-21T21:16:19.547
Finished copy 201 at 2025-05-21T21:17:10.948
Finished copy 401 at 2025-05-21T21:17:44.033
Finished copy 101 at 2025-05-21T21:18:02.509
Finished copy 501 at 2025-05-21T21:19:14.055
Finished copy 302 at 2025-05-21T21:19:19.449
Finished copy 2 at 2025-05-21T21:19:36.302
Finished copy 102 at 2025-05-21T21:21:26.730
Finished copy 202 at 2025-05-21T21:22:08.865
Finished copy 303 at 2025-05-21T21:22:52.016
Finished copy 3 at 2025-05-21T21:25:13.459
Finished copy 103 at 2025-05-21T21:25:26.062
Finished copy 304 at 2025-05-21T21:26:20.065
Finished copy 502 at 2025-05-21T21:27:34.001
Finished copy 203 at 2025-05-21T21:27:50.935
Finished copy 4 at 2025-05-21T21:29:25.939
Finished copy 104 at 2025-05-21T21:29:56.081
Finished copy 204 at 2025-05-21T21:31:56.703
Finished copy 305 at 2025-05-21T21:32:53.059
Finished copy 503 at 2025-05-21T21:32:57.078
Finished copy 105 at 2025-05-21T21:34:40.690
Finished copy 5 at 2025-05-21T21:36:29.081
Finished copy 306 at 2025-05-21T21:37:04.472
Finished copy 402 at 2025-05-21T21:37:05.237
Finished copy 504 at 2025-05-21T21:38:11.884
Finished copy 205 at 2025-05-21T21:38:29.664
Finished copy 106 at 2025-05-21T21:38:55.653
Finished copy 307 at 2025-05-21T21:41:37.795
Finished copy 6 at 2025-05-21T21:42:08.718
Finished copy 403 at 2025-05-21T21:43:15.935
Finished copy 206 at 2025-05-21T21:44:05.068
Finished copy 107 at 2025-05-21T21:44:57.088
Finished copy 505 at 2025-05-21T21:46:18.132
Finished copy 7 at 2025-05-21T21:46:23.922
Finished copy 308 at 2025-05-21T21:47:58.029
Finished copy 404 at 2025-05-21T21:48:24.387
Finished copy 108 at 2025-05-21T21:48:37.985
Finished copy 207 at 2025-05-21T21:48:56.784
Finished copy 8 at 2025-05-21T21:52:15.523
Finished copy 208 at 2025-05-21T21:53:28.117
Finished copy 405 at 2025-05-21T21:53:29.010
Finished copy 506 at 2025-05-21T21:53:42.556
Finished copy 109 at 2025-05-21T21:53:52.220
Finished copy 309 at 2025-05-21T21:54:18.680
Finished copy 110 at 2025-05-21T21:58:40.509
Finished copy 310 at 2025-05-21T21:59:00.551
Finished copy 406 at 2025-05-21T21:59:13.820
Finished copy 209 at 2025-05-21T21:59:30.343
Finished copy 507 at 2025-05-21T21:59:44.171
Finished copy 9 at 2025-05-21T22:00:53.468
Finished copy 111 at 2025-05-21T22:02:37.824
Finished copy 210 at 2025-05-21T22:04:33.269
Finished copy 407 at 2025-05-21T22:06:43.395
Finished copy 10 at 2025-05-21T22:06:44.331
Finished copy 508 at 2025-05-21T22:06:51.381
Finished copy 112 at 2025-05-21T22:08:06.934
Finished copy 311 at 2025-05-21T22:08:45.213
Finished copy 11 at 2025-05-21T22:10:35.346
Finished copy 408 at 2025-05-21T22:12:15.192
Finished copy 211 at 2025-05-21T22:12:29.574
Finished copy 312 at 2025-05-21T22:13:04.967
Finished copy 113 at 2025-05-21T22:13:22.660
Finished copy 509 at 2025-05-21T22:13:28.612
Finished copy 12 at 2025-05-21T22:13:45.185
Finished copy 212 at 2025-05-21T22:16:35.151
Finished copy 13 at 2025-05-21T22:17:58.068
Finished copy 114 at 2025-05-21T22:18:00.743
Finished copy 313 at 2025-05-21T22:18:06.625
Finished copy 409 at 2025-05-21T22:18:32.549
Finished copy 510 at 2025-05-21T22:21:19.630
Finished copy 314 at 2025-05-21T22:21:27.875
Finished copy 213 at 2025-05-21T22:21:51.541
Finished copy 115 at 2025-05-21T22:21:55.411
Finished copy 14 at 2025-05-21T22:22:39.697
Finished copy 410 at 2025-05-21T22:23:05.509
Finished copy 116 at 2025-05-21T22:25:20.103
Finished copy 315 at 2025-05-21T22:25:39.960
Finished copy 15 at 2025-05-21T22:27:00.022
Finished copy 214 at 2025-05-21T22:27:34.295
Finished copy 411 at 2025-05-21T22:28:16.764
Finished copy 511 at 2025-05-21T22:28:44.828
Finished copy 117 at 2025-05-21T22:29:15.621
Finished copy 316 at 2025-05-21T22:30:53.579
Finished copy 16 at 2025-05-21T22:31:56.063
Finished copy 215 at 2025-05-21T22:32:58.629
Finished copy 118 at 2025-05-21T22:33:55.522
Finished copy 412 at 2025-05-21T22:34:22.955
Finished copy 512 at 2025-05-21T22:34:46.060
Finished copy 317 at 2025-05-21T22:35:35.893
Finished copy 17 at 2025-05-21T22:36:03.519
Finished copy 216 at 2025-05-21T22:37:53.490
Finished copy 119 at 2025-05-21T22:38:56.296
Finished copy 318 at 2025-05-21T22:39:58.657
Finished copy 18 at 2025-05-21T22:40:20.432
Finished copy 413 at 2025-05-21T22:40:50.983
Finished copy 513 at 2025-05-21T22:41:49.533
Finished copy 217 at 2025-05-21T22:43:34.668
Finished copy 120 at 2025-05-21T22:43:49.859
Finished copy 19 at 2025-05-21T22:44:06.410
Finished copy 319 at 2025-05-21T22:44:59.498
Finished copy 414 at 2025-05-21T22:46:35.960
Finished copy 514 at 2025-05-21T22:48:03.347
Finished copy 121 at 2025-05-21T22:48:17.726
Finished copy 20 at 2025-05-21T22:49:19.564
Finished copy 218 at 2025-05-21T22:51:11.210
Finished copy 122 at 2025-05-21T22:52:58.983
Finished copy 415 at 2025-05-21T22:52:59.608
Finished copy 21 at 2025-05-21T22:54:22.558
Finished copy 320 at 2025-05-21T22:55:45.395
Finished copy 219 at 2025-05-21T22:56:49.385
Finished copy 416 at 2025-05-21T22:58:39.668
Finished copy 321 at 2025-05-21T23:02:08.563
Finished copy 22 at 2025-05-21T23:04:24.282
Finished copy 123 at 2025-05-21T23:05:03.725
Finished copy 417 at 2025-05-21T23:05:16.046
Finished copy 322 at 2025-05-21T23:07:27.208
Finished copy 23 at 2025-05-21T23:09:58.985
Finished copy 124 at 2025-05-21T23:09:59.299
Finished copy 418 at 2025-05-21T23:10:59.387
Finished copy 323 at 2025-05-21T23:12:32.616
Finished copy 125 at 2025-05-21T23:13:57.894
Finished copy 24 at 2025-05-21T23:15:08.108
Finished copy 515 at 2025-05-21T23:15:24.043
Finished copy 419 at 2025-05-21T23:16:37.984
Finished copy 324 at 2025-05-21T23:17:20.714
Finished copy 25 at 2025-05-21T23:19:18.263
Finished copy 516 at 2025-05-21T23:21:44.678
Finished copy 220 at 2025-05-21T23:22:32.115
Finished copy 126 at 2025-05-21T23:22:50.892
Finished copy 420 at 2025-05-21T23:23:08.815
Finished copy 26 at 2025-05-21T23:23:47.038
Finished copy 325 at 2025-05-21T23:24:23.210
Finished copy 221 at 2025-05-21T23:27:48.719
Finished copy 421 at 2025-05-21T23:27:57.843
Finished copy 127 at 2025-05-21T23:28:07.605
Finished copy 517 at 2025-05-21T23:28:23.024
Finished copy 27 at 2025-05-21T23:29:26.487
Finished copy 326 at 2025-05-21T23:30:05.137
Finished copy 28 at 2025-05-21T23:34:21.310
Finished copy 222 at 2025-05-21T23:34:24.521
Finished copy 128 at 2025-05-21T23:34:33.150
Finished copy 422 at 2025-05-21T23:35:04.005
Finished copy 327 at 2025-05-21T23:35:35.839
Finished copy 518 at 2025-05-21T23:36:28.893
Finished copy 29 at 2025-05-21T23:40:34.013
Finished copy 423 at 2025-05-21T23:40:48.028
