l	alpha	x0	n
1.0	1000.0	-1.9993543897542667	2.0
3.0	44.378782914663525	-1.9827995289400824	2.0
7.0	20.944953925067768	-1.8581890474158624	2.0
29.0	14.681842174491536	-0.9179246239816691	2.0
67.0	22.707205869769837	-0.5131039910104245	2.0
