l	alpha	x0	n
1.0	1000.0	-1.9991375072318196	2.0
5.0	41.62764699570591	-1.9259321246325405	2.0
7.0	21.08315862793558	-1.8559844711250288	2.0
29.0	14.477968357122954	-0.926839219432791	2.0
41.0	17.06342042116767	-0.7333258840608147	2.0
