beta,tau_E,alpha_E,tau_M,alpha_M
0.25,4.633896874348533,0.8056823706881842,2.9121458057551997,0.74444272408375
0.25757124579110297,5.872316046057015,0.7967804382845831,3.7644119738974884,0.7650588328665812
0.2653717866335231,7.27636960004892,0.8046430427597958,4.972709904293355,0.7619006390283795
0.2734085667240293,9.633691517531124,0.74787317861518,6.83981706580062,0.7995770921525766
0.28168874056427257,12.673163690303173,0.8085422700993364,9.406205948615728,0.7907088019845046
0.2902196793298659,17.12825239203195,0.763459694386241,13.58519411994806,0.7957816619246773
0.29900897743235194,22.851308000512436,0.7655512619632763,19.641052020777177,0.7700040091146185
0.3080644592798988,29.420454509027895,0.768411820960542,30.051431844326267,0.8453764344263194
0.3173941862427442,47.951912252700495,0.7977121893688582,44.934255405201014,0.824677143523265
0.3270064638295879,58.785179198633045,0.7353332220806977,71.75730644504335,0.8452389893101634
0.3369098490813209,91.60127316888156,0.8655007638521556,118.71474550811591,0.9320490408153587
0.3471131581886732,122.6861637274498,0.8649325921226506,180.15450097917926,0.9764283524426787
0.357625474340563,179.45335412211367,0.8465084578065647,273.26563731883635,0.8623092671341729
0.36845615581013186,269.31177995270406,0.8314976918296857,364.4299414666912,0.8680760978560869
0.3796148442856656,339.1169769386908,0.7463463938704277,414.98247308169647,1.0
0.39111147345381786,318.9260314044795,0.7698682721737996,451.1663939339997,0.9572297015895984
0.40295627784277505,418.3735641755223,0.9566330473608865,486.9345057711865,1.0
0.4151598019332376,400.8132006323513,0.9221249383621468,645.0066940346487,0.9829184642076522
0.42773290954532633,404.55503160596055,0.8301913448762547,614.7774444897467,0.854881489402901
0.44068679350977147,409.1033246814829,0.8217397611237305,434.9129639625869,0.9378590142437662
