beta,tau_E,alpha_E,tau_M,alpha_M
0.25,239.56873745832112,0.8203585050327501,199.32531294754668,0.844127669470313
0.25757124579110297,216.07605166994765,0.7989228492153047,241.53916961906933,0.8536697457158386
0.2653717866335231,337.78347620823456,0.7915962505858952,265.75972547250814,0.8214533302867344
0.2734085667240293,312.3645350542542,1.0,402.6557971852831,0.8855199621441134
0.28168874056427257,408.19841882565674,0.8550654085493057,432.88670616338015,0.94039687721526
0.2902196793298659,339.9763947188775,1.0,472.91442164325014,0.8984984507616944
0.29900897743235194,560.6565783985864,0.9522911809276884,509.3334006251305,0.8443845107741115
0.3080644592798988,308.4795334815286,0.9449879561289587,235.10087660030123,0.7645198361836768
0.3173941862427442,588.4755166616234,0.9846354874055667,614.6439848678696,0.7972005698657583
0.3270064638295879,410.12629735591634,0.6943563760728818,561.8101255911421,0.8305024111572612
0.3369098490813209,1347.3976052361206,0.6192054652389049,1140.7859045957707,0.5409561113951092
0.3471131581886732,3938.306576614261,0.6035569440822632,5214.483532811628,0.4656013168170943
0.357625474340563,7316.280006533605,0.6018900008834622,11230.839898971974,0.48748156575735363
0.36845615581013186,95804.14776771115,0.30017686847552394,161683.86162202735,0.2802548138945432
0.3796148442856656,5.017046537481215e6,0.3334833575366767,1.0360931908647066e11,0.1538543258033289
0.39111147345381786,5.856378944543438e7,1.0,5.856378944543438e7,1.0
0.40295627784277505,5.856378944543438e7,1.0,5.856378944543438e7,1.0
0.4151598019332376,5.856378944543438e7,1.0,5.856378944543438e7,1.0
0.42773290954532633,5.856378944543438e7,1.0,5.856378944543438e7,1.0
0.44068679350977147,5.856378944543438e7,1.0,5.856378944543438e7,1.0
