beta,tau_E,alpha_E,tau_M,alpha_M
0.25,8.979216041087728,0.7846208694280546,4.95159425115884,0.7507098791310066
0.25757124579110297,11.505052151348554,0.7434747591314417,7.380618908951373,0.7517982475021276
0.2653717866335231,16.177841703917224,0.7950364075400833,10.3260986286291,0.7329703587457118
0.2734085667240293,20.32877353216367,0.7984472655989285,14.728419494218224,0.806863074266812
0.28168874056427257,27.40730564024154,0.8227555049710408,22.68730644870059,0.7340135444858412
0.2902196793298659,37.9952126405269,0.8372060097420884,33.51341888594942,0.7402274267327437
0.29900897743235194,52.57901427957906,0.7617615075596287,55.56735393843946,0.758033802049976
0.3080644592798988,72.06817624938016,0.8453389604179513,66.19873229457454,0.9097892954299683
0.3173941862427442,110.7777672545003,0.7736887010734909,109.74468018164815,0.8465562330068372
0.3270064638295879,191.42310260543908,0.8989582592135085,180.3457654057017,1.0
0.3369098490813209,221.12402780040145,0.8854493593878369,232.769968897995,0.9743012608699428
0.3471131581886732,287.38357546111325,1.0,341.5690946316862,1.0
0.357625474340563,290.4497277197283,1.0,373.2258906243611,1.0
0.36845615581013186,315.3799380580979,1.0,446.8806266476912,0.9952200379920612
0.3796148442856656,366.91496207653523,0.8869384489868442,541.3063627787681,1.0
0.39111147345381786,417.9783115660924,0.9749807546672109,398.7166744005081,1.0
0.40295627784277505,345.4880399343066,0.8478434080969303,436.74639637042606,0.903853109839969
0.4151598019332376,590.5267779499798,0.7986317508855755,465.2402324017312,0.8949983721742055
0.42773290954532633,684.2773858583191,0.8559135499151285,524.820655204982,0.7199655630749056
0.44068679350977147,601.4325852808258,0.9661045637860491,277.19814235042884,0.6805431359859819
