Starting saddles simulation at 2025-05-29T13:46:38.078
Lattice size: 36
Beta values: [0.1, 0.10279944599549397, 0.10567726096980483, 0.10863563882017176, 0.11167683486080235, 0.11480316754220751, 0.1180170202186681, 0.1213208429651809, 0.12471715444526921, 0.12820854383108135, 0.1317976727772417, 0.13548727744995842, 0.13928017061293513, 0.14317924377167612, 0.14718746937782085, 0.15130790309518719, 0.15554368612925135, 0.15989804762184037, 0.16437430711286308, 0.16897587707095507, 0.17370626549496876, 0.1785690785882898, 0.18356802350802015, 0.1887069111911229, 0.19398965925968314, 0.19942029500750083, 0.20500295847029057, 0.21074190558183128, 0.21664151141846955, 0.22270627353445155, 0.22894081539062563, 0.23534988987912978, 0.2419383829467506, 0.24871131731971624, 0.25567385633276335, 0.26283130786539594, 0.2701891283883382, 0.27775292712326566, 0.2855284703189852, 0.2935216856473252, 0.3017386667220857, 0.3101856777444941, 0.3188691582787082, 0.3277957281610069, 0.3369721925464105, 0.3464055470965792, 0.3561029833129435, 0.36607189401913226, 0.3763198789968798, 0.3868547507797058, 0.39768454060878644, 0.4088175045555577, 0.4202621298157168, 0.4320271411794205, 0.4441215076826148, 0.4565544494445634, 0.46933544469678873, 0.48247423700878694, 0.49598084271601944, 0.5098655585558504, 0.5241389695172453, 0.5388119569102191, 0.553895706661185, 0.5694017178405246, 0.5853418114288852, 0.601728139328883, 0.6185731936290858, 0.6358898161273345, 0.6536912081206652, 0.6719909404692954, 0.6908029639423454, 0.710141619853183, 0.730021650992499, 0.7504582128674476, 0.7714668852554213, 0.7930636840812662, 0.815265073626996, 0.8380879790833082, 0.8615497994524721, 0.885668420812431, 0.9104622299522194, 0.9359501283891019, 0.9621515467781114, 0.9890864597249744, 1.0167754010137187, 1.045239479260565, 1.0745003940060471, 1.1045804522576164, 1.1355025854953513, 1.1672903671537318, 1.1999680305928035, 1.2335604875724422, 1.2680933472437848, 1.3035929356723266, 1.3400863159075478, 1.3776013086143843, 1.4161665132822627, 1.4558113300278694, 1.4965659820082826, 1.5384615384615383]
Copies: 600
Move type: l chain flip
----------------------------------
Finished copy 201 at 2025-05-29T13:46:43.997
Finished copy 501 at 2025-05-29T13:46:44.104
Finished copy 1 at 2025-05-29T13:46:45.154
Finished copy 101 at 2025-05-29T13:46:49.699
Finished copy 502 at 2025-05-29T13:46:50.049
Finished copy 301 at 2025-05-29T13:46:50.624
Finished copy 202 at 2025-05-29T13:46:50.804
Finished copy 401 at 2025-05-29T13:46:51.589
Finished copy 2 at 2025-05-29T13:46:51.820
Finished copy 503 at 2025-05-29T13:46:56.474
Finished copy 203 at 2025-05-29T13:46:57.156
Finished copy 3 at 2025-05-29T13:46:58.314
Finished copy 402 at 2025-05-29T13:47:00.790
Finished copy 102 at 2025-05-29T13:47:02.416
Finished copy 504 at 2025-05-29T13:47:03.077
Finished copy 204 at 2025-05-29T13:47:03.640
Finished copy 302 at 2025-05-29T13:47:04.761
Finished copy 4 at 2025-05-29T13:47:05.069
Finished copy 403 at 2025-05-29T13:47:07.424
Finished copy 205 at 2025-05-29T13:47:09.939
Finished copy 505 at 2025-05-29T13:47:10.172
Finished copy 5 at 2025-05-29T13:47:12.337
Finished copy 404 at 2025-05-29T13:47:14.327
Finished copy 103 at 2025-05-29T13:47:14.745
Finished copy 206 at 2025-05-29T13:47:16.409
Finished copy 506 at 2025-05-29T13:47:16.781
Finished copy 303 at 2025-05-29T13:47:18.412
Finished copy 6 at 2025-05-29T13:47:19.310
Finished copy 405 at 2025-05-29T13:47:21.107
Finished copy 207 at 2025-05-29T13:47:22.886
Finished copy 507 at 2025-05-29T13:47:23.691
Finished copy 7 at 2025-05-29T13:47:26.715
Finished copy 406 at 2025-05-29T13:47:27.798
Finished copy 104 at 2025-05-29T13:47:28.680
Finished copy 208 at 2025-05-29T13:47:29.303
Finished copy 508 at 2025-05-29T13:47:29.974
Finished copy 8 at 2025-05-29T13:47:33.502
Finished copy 407 at 2025-05-29T13:47:33.723
Finished copy 209 at 2025-05-29T13:47:35.422
Finished copy 304 at 2025-05-29T13:47:35.669
Finished copy 509 at 2025-05-29T13:47:36.376
Finished copy 408 at 2025-05-29T13:47:39.897
Finished copy 105 at 2025-05-29T13:47:40.334
Finished copy 210 at 2025-05-29T13:47:42.007
Finished copy 510 at 2025-05-29T13:47:42.657
Finished copy 9 at 2025-05-29T13:47:44.133
Finished copy 409 at 2025-05-29T13:47:46.682
Finished copy 211 at 2025-05-29T13:47:48.583
Finished copy 511 at 2025-05-29T13:47:49.580
Finished copy 305 at 2025-05-29T13:47:50.194
Finished copy 410 at 2025-05-29T13:47:52.517
Finished copy 106 at 2025-05-29T13:47:53.209
Finished copy 212 at 2025-05-29T13:47:55.152
Finished copy 512 at 2025-05-29T13:47:55.910
Finished copy 10 at 2025-05-29T13:47:56.618
Finished copy 411 at 2025-05-29T13:47:59.892
Finished copy 513 at 2025-05-29T13:48:01.591
Finished copy 213 at 2025-05-29T13:48:01.976
Finished copy 306 at 2025-05-29T13:48:03.579
Finished copy 107 at 2025-05-29T13:48:05.129
Finished copy 412 at 2025-05-29T13:48:06.985
Finished copy 514 at 2025-05-29T13:48:07.382
Finished copy 214 at 2025-05-29T13:48:08.024
Finished copy 11 at 2025-05-29T13:48:08.564
Finished copy 413 at 2025-05-29T13:48:12.932
Finished copy 515 at 2025-05-29T13:48:13.863
Finished copy 215 at 2025-05-29T13:48:14.581
Finished copy 108 at 2025-05-29T13:48:16.623
Finished copy 307 at 2025-05-29T13:48:18.477
Finished copy 414 at 2025-05-29T13:48:19.904
Finished copy 12 at 2025-05-29T13:48:20.213
Finished copy 216 at 2025-05-29T13:48:20.713
Finished copy 516 at 2025-05-29T13:48:20.797
Finished copy 415 at 2025-05-29T13:48:25.913
Finished copy 517 at 2025-05-29T13:48:27.144
Finished copy 217 at 2025-05-29T13:48:27.211
Finished copy 109 at 2025-05-29T13:48:28.731
Finished copy 416 at 2025-05-29T13:48:31.757
Finished copy 13 at 2025-05-29T13:48:32.117
Finished copy 308 at 2025-05-29T13:48:32.337
Finished copy 518 at 2025-05-29T13:48:33.167
Finished copy 218 at 2025-05-29T13:48:33.231
Finished copy 417 at 2025-05-29T13:48:37.942
Finished copy 519 at 2025-05-29T13:48:39.163
Finished copy 219 at 2025-05-29T13:48:39.786
Finished copy 110 at 2025-05-29T13:48:42.464
Finished copy 14 at 2025-05-29T13:48:43.953
Finished copy 418 at 2025-05-29T13:48:44.623
Finished copy 520 at 2025-05-29T13:48:44.845
Finished copy 309 at 2025-05-29T13:48:45.464
Finished copy 220 at 2025-05-29T13:48:46.998
Finished copy 419 at 2025-05-29T13:48:50.911
Finished copy 521 at 2025-05-29T13:48:51.342
Finished copy 221 at 2025-05-29T13:48:53.926
Finished copy 111 at 2025-05-29T13:48:54.071
Finished copy 15 at 2025-05-29T13:48:57.086
Finished copy 420 at 2025-05-29T13:48:57.310
Finished copy 522 at 2025-05-29T13:48:57.596
Finished copy 310 at 2025-05-29T13:48:58.458
Finished copy 222 at 2025-05-29T13:49:00.514
Finished copy 421 at 2025-05-29T13:49:03.771
Finished copy 523 at 2025-05-29T13:49:04.293
Finished copy 112 at 2025-05-29T13:49:06.291
Finished copy 223 at 2025-05-29T13:49:06.330
Finished copy 16 at 2025-05-29T13:49:08.275
Finished copy 524 at 2025-05-29T13:49:10.794
Finished copy 422 at 2025-05-29T13:49:10.915
Finished copy 311 at 2025-05-29T13:49:11.808
Finished copy 224 at 2025-05-29T13:49:12.316
Finished copy 525 at 2025-05-29T13:49:16.834
Finished copy 423 at 2025-05-29T13:49:17.149
Finished copy 113 at 2025-05-29T13:49:19.327
Finished copy 225 at 2025-05-29T13:49:19.585
Finished copy 17 at 2025-05-29T13:49:20.170
Finished copy 526 at 2025-05-29T13:49:23.593
Finished copy 424 at 2025-05-29T13:49:23.906
Finished copy 226 at 2025-05-29T13:49:25.948
Finished copy 312 at 2025-05-29T13:49:27.034
Finished copy 114 at 2025-05-29T13:49:30.066
Finished copy 425 at 2025-05-29T13:49:30.099
Finished copy 18 at 2025-05-29T13:49:30.175
Finished copy 527 at 2025-05-29T13:49:30.315
Finished copy 227 at 2025-05-29T13:49:32.258
Finished copy 426 at 2025-05-29T13:49:36.284
Finished copy 528 at 2025-05-29T13:49:36.457
Finished copy 228 at 2025-05-29T13:49:39.467
Finished copy 313 at 2025-05-29T13:49:41.110
Finished copy 115 at 2025-05-29T13:49:41.587
Finished copy 19 at 2025-05-29T13:49:42.442
Finished copy 529 at 2025-05-29T13:49:42.479
Finished copy 427 at 2025-05-29T13:49:42.835
Finished copy 229 at 2025-05-29T13:49:46.027
Finished copy 428 at 2025-05-29T13:49:49.456
Finished copy 530 at 2025-05-29T13:49:50.244
Finished copy 230 at 2025-05-29T13:49:52.893
Finished copy 20 at 2025-05-29T13:49:54.767
Finished copy 116 at 2025-05-29T13:49:55.091
Finished copy 429 at 2025-05-29T13:49:55.823
Finished copy 531 at 2025-05-29T13:49:55.956
Finished copy 314 at 2025-05-29T13:49:56.442
Finished copy 231 at 2025-05-29T13:49:59.076
Finished copy 430 at 2025-05-29T13:50:01.788
Finished copy 532 at 2025-05-29T13:50:02.459
Finished copy 21 at 2025-05-29T13:50:05.827
Finished copy 232 at 2025-05-29T13:50:06.323
Finished copy 117 at 2025-05-29T13:50:07.630
Finished copy 431 at 2025-05-29T13:50:07.735
Finished copy 533 at 2025-05-29T13:50:09.475
Finished copy 315 at 2025-05-29T13:50:09.730
Finished copy 233 at 2025-05-29T13:50:12.294
Finished copy 432 at 2025-05-29T13:50:13.586
Finished copy 534 at 2025-05-29T13:50:17.031
Finished copy 22 at 2025-05-29T13:50:18.197
Finished copy 234 at 2025-05-29T13:50:18.878
Finished copy 433 at 2025-05-29T13:50:19.695
Finished copy 118 at 2025-05-29T13:50:19.839
Finished copy 316 at 2025-05-29T13:50:23.809
Finished copy 535 at 2025-05-29T13:50:24.033
Finished copy 235 at 2025-05-29T13:50:25.366
Finished copy 434 at 2025-05-29T13:50:26.016
Finished copy 536 at 2025-05-29T13:50:30.098
Finished copy 119 at 2025-05-29T13:50:30.505
Finished copy 23 at 2025-05-29T13:50:31.479
Finished copy 435 at 2025-05-29T13:50:32.161
Finished copy 236 at 2025-05-29T13:50:32.336
Finished copy 537 at 2025-05-29T13:50:36.991
Finished copy 317 at 2025-05-29T13:50:37.050
Finished copy 436 at 2025-05-29T13:50:38.746
Finished copy 237 at 2025-05-29T13:50:39.551
Finished copy 120 at 2025-05-29T13:50:41.544
Finished copy 24 at 2025-05-29T13:50:42.067
Finished copy 538 at 2025-05-29T13:50:43.651
Finished copy 437 at 2025-05-29T13:50:45.339
Finished copy 238 at 2025-05-29T13:50:46.216
Finished copy 539 at 2025-05-29T13:50:49.876
Finished copy 438 at 2025-05-29T13:50:50.684
Finished copy 121 at 2025-05-29T13:50:51.448
Finished copy 318 at 2025-05-29T13:50:52.143
Finished copy 239 at 2025-05-29T13:50:53.290
Finished copy 25 at 2025-05-29T13:50:53.982
Finished copy 540 at 2025-05-29T13:50:55.898
Finished copy 439 at 2025-05-29T13:50:56.403
Finished copy 240 at 2025-05-29T13:51:00.941
Finished copy 541 at 2025-05-29T13:51:02.468
Finished copy 440 at 2025-05-29T13:51:03.614
Finished copy 122 at 2025-05-29T13:51:03.885
Finished copy 319 at 2025-05-29T13:51:05.333
Finished copy 26 at 2025-05-29T13:51:05.495
Finished copy 241 at 2025-05-29T13:51:07.702
Finished copy 542 at 2025-05-29T13:51:09.608
Finished copy 441 at 2025-05-29T13:51:09.835
Finished copy 242 at 2025-05-29T13:51:14.635
Finished copy 123 at 2025-05-29T13:51:15.316
Finished copy 543 at 2025-05-29T13:51:15.891
Finished copy 442 at 2025-05-29T13:51:16.592
Finished copy 27 at 2025-05-29T13:51:17.876
Finished copy 320 at 2025-05-29T13:51:18.910
Finished copy 243 at 2025-05-29T13:51:21.040
Finished copy 443 at 2025-05-29T13:51:22.453
Finished copy 544 at 2025-05-29T13:51:23.103
Finished copy 124 at 2025-05-29T13:51:26.725
Finished copy 244 at 2025-05-29T13:51:27.157
Finished copy 444 at 2025-05-29T13:51:28.456
Finished copy 545 at 2025-05-29T13:51:29.799
Finished copy 28 at 2025-05-29T13:51:30.488
Finished copy 245 at 2025-05-29T13:51:32.779
Finished copy 321 at 2025-05-29T13:51:33.826
Finished copy 445 at 2025-05-29T13:51:34.007
Finished copy 546 at 2025-05-29T13:51:36.431
Finished copy 125 at 2025-05-29T13:51:38.182
Finished copy 246 at 2025-05-29T13:51:39.708
Finished copy 446 at 2025-05-29T13:51:40.255
Finished copy 29 at 2025-05-29T13:51:42.567
Finished copy 547 at 2025-05-29T13:51:42.713
Finished copy 247 at 2025-05-29T13:51:45.979
Finished copy 447 at 2025-05-29T13:51:46.446
Finished copy 322 at 2025-05-29T13:51:47.943
Finished copy 548 at 2025-05-29T13:51:49.211
Finished copy 248 at 2025-05-29T13:51:52.265
Finished copy 448 at 2025-05-29T13:51:52.624
Finished copy 126 at 2025-05-29T13:51:53.062
Finished copy 30 at 2025-05-29T13:51:55.133
Finished copy 549 at 2025-05-29T13:51:55.456
Finished copy 449 at 2025-05-29T13:51:58.692
Finished copy 249 at 2025-05-29T13:51:59.381
Finished copy 550 at 2025-05-29T13:52:02.018
Finished copy 323 at 2025-05-29T13:52:02.647
Finished copy 450 at 2025-05-29T13:52:05.002
Finished copy 127 at 2025-05-29T13:52:05.948
Finished copy 250 at 2025-05-29T13:52:06.126
Finished copy 31 at 2025-05-29T13:52:06.781
Finished copy 551 at 2025-05-29T13:52:08.849
Finished copy 451 at 2025-05-29T13:52:11.746
Finished copy 251 at 2025-05-29T13:52:12.580
Finished copy 552 at 2025-05-29T13:52:14.653
Finished copy 324 at 2025-05-29T13:52:16.739
Finished copy 32 at 2025-05-29T13:52:17.412
Finished copy 452 at 2025-05-29T13:52:17.565
Finished copy 128 at 2025-05-29T13:52:18.761
Finished copy 252 at 2025-05-29T13:52:19.528
Finished copy 553 at 2025-05-29T13:52:21.368
Finished copy 453 at 2025-05-29T13:52:23.795
Finished copy 253 at 2025-05-29T13:52:25.364
Finished copy 554 at 2025-05-29T13:52:27.988
Finished copy 33 at 2025-05-29T13:52:29.075
Finished copy 454 at 2025-05-29T13:52:30.208
Finished copy 129 at 2025-05-29T13:52:30.384
