Starting saddles simulation at 2025-05-29T14:41:39.221
Lattice size: 39
Beta values: [0.1, 0.10279944599549397, 0.10567726096980483, 0.10863563882017176, 0.11167683486080235, 0.11480316754220751, 0.1180170202186681, 0.1213208429651809, 0.12471715444526921, 0.12820854383108135, 0.1317976727772417, 0.13548727744995842, 0.13928017061293513, 0.14317924377167612, 0.14718746937782085, 0.15130790309518719, 0.15554368612925135, 0.15989804762184037, 0.16437430711286308, 0.16897587707095507, 0.17370626549496876, 0.1785690785882898, 0.18356802350802015, 0.1887069111911229, 0.19398965925968314, 0.19942029500750083, 0.20500295847029057, 0.21074190558183128, 0.21664151141846955, 0.22270627353445155, 0.22894081539062563, 0.23534988987912978, 0.2419383829467506, 0.24871131731971624, 0.25567385633276335, 0.26283130786539594, 0.2701891283883382, 0.27775292712326566, 0.2855284703189852, 0.2935216856473252, 0.3017386667220857, 0.3101856777444941, 0.3188691582787082, 0.3277957281610069, 0.3369721925464105, 0.3464055470965792, 0.3561029833129435, 0.36607189401913226, 0.3763198789968798, 0.3868547507797058, 0.39768454060878644, 0.4088175045555577, 0.4202621298157168, 0.4320271411794205, 0.4441215076826148, 0.4565544494445634, 0.46933544469678873, 0.48247423700878694, 0.49598084271601944, 0.5098655585558504, 0.5241389695172453, 0.5388119569102191, 0.553895706661185, 0.5694017178405246, 0.5853418114288852, 0.601728139328883, 0.6185731936290858, 0.6358898161273345, 0.6536912081206652, 0.6719909404692954, 0.6908029639423454, 0.710141619853183, 0.730021650992499, 0.7504582128674476, 0.7714668852554213, 0.7930636840812662, 0.815265073626996, 0.8380879790833082, 0.8615497994524721, 0.885668420812431, 0.9104622299522194, 0.9359501283891019, 0.9621515467781114, 0.9890864597249744, 1.0167754010137187, 1.045239479260565, 1.0745003940060471, 1.1045804522576164, 1.1355025854953513, 1.1672903671537318, 1.1999680305928035, 1.2335604875724422, 1.2680933472437848, 1.3035929356723266, 1.3400863159075478, 1.3776013086143843, 1.4161665132822627, 1.4558113300278694, 1.4965659820082826, 1.5384615384615383]
Copies: 600
Move type: l chain flip
----------------------------------
Finished copy 301 at 2025-05-29T14:41:47.443
Finished copy 501 at 2025-05-29T14:41:47.563
Finished copy 401 at 2025-05-29T14:41:47.831
Finished copy 1 at 2025-05-29T14:41:52.084
Finished copy 101 at 2025-05-29T14:41:52.124
Finished copy 201 at 2025-05-29T14:41:52.929
Finished copy 302 at 2025-05-29T14:41:55.321
Finished copy 402 at 2025-05-29T14:41:56.478
Finished copy 502 at 2025-05-29T14:41:59.740
Finished copy 303 at 2025-05-29T14:42:02.379
Finished copy 102 at 2025-05-29T14:42:03.146
Finished copy 403 at 2025-05-29T14:42:04.091
Finished copy 2 at 2025-05-29T14:42:06.437
Finished copy 202 at 2025-05-29T14:42:08.200
Finished copy 304 at 2025-05-29T14:42:10.077
Finished copy 404 at 2025-05-29T14:42:11.100
Finished copy 503 at 2025-05-29T14:42:13.692
Finished copy 103 at 2025-05-29T14:42:15.668
Finished copy 305 at 2025-05-29T14:42:17.382
Finished copy 405 at 2025-05-29T14:42:19.060
Finished copy 3 at 2025-05-29T14:42:20.142
Finished copy 203 at 2025-05-29T14:42:24.237
Finished copy 306 at 2025-05-29T14:42:25.323
Finished copy 504 at 2025-05-29T14:42:25.700
Finished copy 406 at 2025-05-29T14:42:26.020
Finished copy 104 at 2025-05-29T14:42:29.435
Finished copy 505 at 2025-05-29T14:42:32.803
Finished copy 407 at 2025-05-29T14:42:33.375
Finished copy 4 at 2025-05-29T14:42:35.254
Finished copy 204 at 2025-05-29T14:42:39.299
Finished copy 307 at 2025-05-29T14:42:39.344
Finished copy 506 at 2025-05-29T14:42:40.077
Finished copy 408 at 2025-05-29T14:42:40.543
Finished copy 105 at 2025-05-29T14:42:43.917
Finished copy 507 at 2025-05-29T14:42:46.703
Finished copy 5 at 2025-05-29T14:42:47.680
Finished copy 409 at 2025-05-29T14:42:48.267
Finished copy 308 at 2025-05-29T14:42:52.302
Finished copy 205 at 2025-05-29T14:42:53.307
Finished copy 508 at 2025-05-29T14:42:53.635
Finished copy 410 at 2025-05-29T14:42:55.772
Finished copy 106 at 2025-05-29T14:42:56.781
Finished copy 6 at 2025-05-29T14:43:01.226
Finished copy 509 at 2025-05-29T14:43:01.366
Finished copy 411 at 2025-05-29T14:43:04.311
Finished copy 309 at 2025-05-29T14:43:05.133
Finished copy 206 at 2025-05-29T14:43:07.801
Finished copy 510 at 2025-05-29T14:43:08.772
Finished copy 107 at 2025-05-29T14:43:10.336
Finished copy 412 at 2025-05-29T14:43:11.720
Finished copy 7 at 2025-05-29T14:43:14.495
Finished copy 511 at 2025-05-29T14:43:16.160
Finished copy 310 at 2025-05-29T14:43:17.574
Finished copy 413 at 2025-05-29T14:43:19.294
Finished copy 108 at 2025-05-29T14:43:23.981
Finished copy 512 at 2025-05-29T14:43:24.016
Finished copy 207 at 2025-05-29T14:43:24.415
Finished copy 8 at 2025-05-29T14:43:26.936
Finished copy 414 at 2025-05-29T14:43:26.967
Finished copy 311 at 2025-05-29T14:43:31.111
Finished copy 513 at 2025-05-29T14:43:31.813
Finished copy 415 at 2025-05-29T14:43:34.056
Finished copy 514 at 2025-05-29T14:43:39.171
Finished copy 109 at 2025-05-29T14:43:39.393
Finished copy 208 at 2025-05-29T14:43:39.473
Finished copy 9 at 2025-05-29T14:43:40.530
Finished copy 416 at 2025-05-29T14:43:43.529
Finished copy 312 at 2025-05-29T14:43:45.013
Finished copy 515 at 2025-05-29T14:43:47.938
Finished copy 417 at 2025-05-29T14:43:50.338
Finished copy 10 at 2025-05-29T14:43:51.379
Finished copy 209 at 2025-05-29T14:43:52.926
Finished copy 110 at 2025-05-29T14:43:54.217
Finished copy 516 at 2025-05-29T14:43:55.204
Finished copy 418 at 2025-05-29T14:43:57.955
Finished copy 313 at 2025-05-29T14:43:58.614
Finished copy 517 at 2025-05-29T14:44:02.553
Finished copy 11 at 2025-05-29T14:44:03.003
Finished copy 419 at 2025-05-29T14:44:05.718
Finished copy 111 at 2025-05-29T14:44:06.868
Finished copy 518 at 2025-05-29T14:44:09.764
Finished copy 314 at 2025-05-29T14:44:11.259
Finished copy 210 at 2025-05-29T14:44:11.612
Finished copy 420 at 2025-05-29T14:44:13.650
Finished copy 12 at 2025-05-29T14:44:15.491
Finished copy 519 at 2025-05-29T14:44:17.203
Finished copy 112 at 2025-05-29T14:44:18.943
Finished copy 421 at 2025-05-29T14:44:21.380
Finished copy 315 at 2025-05-29T14:44:24.173
Finished copy 520 at 2025-05-29T14:44:24.362
Finished copy 211 at 2025-05-29T14:44:25.716
Finished copy 13 at 2025-05-29T14:44:27.685
Finished copy 422 at 2025-05-29T14:44:28.689
Finished copy 521 at 2025-05-29T14:44:31.223
Finished copy 113 at 2025-05-29T14:44:34.963
Finished copy 423 at 2025-05-29T14:44:36.048
Finished copy 316 at 2025-05-29T14:44:36.733
Finished copy 522 at 2025-05-29T14:44:39.261
Finished copy 212 at 2025-05-29T14:44:40.136
Finished copy 14 at 2025-05-29T14:44:40.849
Finished copy 424 at 2025-05-29T14:44:44.158
Finished copy 523 at 2025-05-29T14:44:46.389
Finished copy 114 at 2025-05-29T14:44:48.795
Finished copy 317 at 2025-05-29T14:44:49.663
Finished copy 425 at 2025-05-29T14:44:51.029
Finished copy 15 at 2025-05-29T14:44:53.141
Finished copy 213 at 2025-05-29T14:44:54.340
Finished copy 524 at 2025-05-29T14:44:54.411
Finished copy 426 at 2025-05-29T14:44:57.732
Finished copy 525 at 2025-05-29T14:45:02.042
Finished copy 318 at 2025-05-29T14:45:02.143
Finished copy 115 at 2025-05-29T14:45:02.671
Finished copy 16 at 2025-05-29T14:45:03.163
Finished copy 427 at 2025-05-29T14:45:04.885
Finished copy 526 at 2025-05-29T14:45:08.669
Finished copy 214 at 2025-05-29T14:45:11.693
Finished copy 428 at 2025-05-29T14:45:12.711
Finished copy 17 at 2025-05-29T14:45:13.792
Finished copy 319 at 2025-05-29T14:45:14.935
Finished copy 527 at 2025-05-29T14:45:16.525
Finished copy 116 at 2025-05-29T14:45:18.474
Finished copy 429 at 2025-05-29T14:45:20.304
Finished copy 528 at 2025-05-29T14:45:23.425
Finished copy 18 at 2025-05-29T14:45:26.318
Finished copy 215 at 2025-05-29T14:45:27.078
Finished copy 430 at 2025-05-29T14:45:27.350
Finished copy 320 at 2025-05-29T14:45:29.559
Finished copy 529 at 2025-05-29T14:45:30.383
Finished copy 117 at 2025-05-29T14:45:31.272
Finished copy 431 at 2025-05-29T14:45:35.864
Finished copy 530 at 2025-05-29T14:45:37.323
Finished copy 19 at 2025-05-29T14:45:40.655
Finished copy 216 at 2025-05-29T14:45:41.592
Finished copy 432 at 2025-05-29T14:45:42.713
Finished copy 321 at 2025-05-29T14:45:44.296
Finished copy 118 at 2025-05-29T14:45:44.789
Finished copy 531 at 2025-05-29T14:45:46.499
Finished copy 433 at 2025-05-29T14:45:50.737
Finished copy 20 at 2025-05-29T14:45:53.754
Finished copy 532 at 2025-05-29T14:45:54.966
Finished copy 322 at 2025-05-29T14:45:56.895
Finished copy 217 at 2025-05-29T14:45:57.963
Finished copy 434 at 2025-05-29T14:45:58.065
Finished copy 119 at 2025-05-29T14:45:58.340
Finished copy 533 at 2025-05-29T14:46:02.360
Finished copy 21 at 2025-05-29T14:46:05.746
Finished copy 435 at 2025-05-29T14:46:06.366
Finished copy 323 at 2025-05-29T14:46:09.794
Finished copy 120 at 2025-05-29T14:46:09.939
Finished copy 218 at 2025-05-29T14:46:13.009
Finished copy 534 at 2025-05-29T14:46:13.268
Finished copy 436 at 2025-05-29T14:46:13.690
Finished copy 22 at 2025-05-29T14:46:18.458
Finished copy 437 at 2025-05-29T14:46:20.886
Finished copy 324 at 2025-05-29T14:46:22.665
Finished copy 219 at 2025-05-29T14:46:23.565
Finished copy 121 at 2025-05-29T14:46:23.745
Finished copy 535 at 2025-05-29T14:46:25.319
Finished copy 438 at 2025-05-29T14:46:28.435
Finished copy 23 at 2025-05-29T14:46:31.749
Finished copy 220 at 2025-05-29T14:46:35.064
Finished copy 325 at 2025-05-29T14:46:35.699
Finished copy 439 at 2025-05-29T14:46:35.923
Finished copy 536 at 2025-05-29T14:46:36.865
Finished copy 122 at 2025-05-29T14:46:41.874
Finished copy 440 at 2025-05-29T14:46:43.568
Finished copy 221 at 2025-05-29T14:46:44.806
Finished copy 24 at 2025-05-29T14:46:44.883
Finished copy 326 at 2025-05-29T14:46:48.189
Finished copy 537 at 2025-05-29T14:46:50.201
Finished copy 441 at 2025-05-29T14:46:51.206
Finished copy 222 at 2025-05-29T14:46:53.572
Finished copy 442 at 2025-05-29T14:46:59.918
Finished copy 25 at 2025-05-29T14:47:00.035
Finished copy 123 at 2025-05-29T14:47:01.168
Finished copy 327 at 2025-05-29T14:47:02.260
Finished copy 538 at 2025-05-29T14:47:03.016
Finished copy 223 at 2025-05-29T14:47:03.690
Finished copy 443 at 2025-05-29T14:47:06.812
Finished copy 26 at 2025-05-29T14:47:13.852
Finished copy 444 at 2025-05-29T14:47:14.082
Finished copy 124 at 2025-05-29T14:47:14.956
Finished copy 328 at 2025-05-29T14:47:15.884
Finished copy 224 at 2025-05-29T14:47:16.099
Finished copy 539 at 2025-05-29T14:47:16.135
Finished copy 445 at 2025-05-29T14:47:21.157
Finished copy 27 at 2025-05-29T14:47:26.405
Finished copy 125 at 2025-05-29T14:47:27.922
Finished copy 329 at 2025-05-29T14:47:28.641
Finished copy 540 at 2025-05-29T14:47:29.591
