Energy	p(K=0)	p(K=1)	p(K>=2)
-1.1446280991735538	0.0	0.0	1.0
-1.2954545454545454	0.0	0.0	1.0
-0.5495867768595041	0.0	0.0	1.0
-1.6487603305785123	0.0	0.0	1.0
-1.5950413223140496	0.0	0.0	1.0
-0.33884297520661155	0.0	0.0	1.0
-0.9731404958677686	0.0	0.0	1.0
-1.7148760330578512	0.0	0.0	1.0
-1.7293388429752066	0.0	0.0	1.0
-1.2004132231404958	0.0	0.0	1.0
-0.71900826446281	0.0	0.0	1.0
-0.39462809917355374	0.0	0.0	1.0
-0.9049586776859504	0.0	0.0	1.0
-0.9752066115702479	0.0	0.0	1.0
-2.0	1.0	0.0	0.0
-1.9235537190082646	0.0	0.0	1.0
-0.6652892561983471	0.0	0.0	1.0
-1.762396694214876	0.0	0.0	1.0
-0.78099173553719	0.0	0.0	1.0
-0.5681818181818182	0.0	0.0	1.0
-1.5103305785123966	0.0	0.0	1.0
-1.7004132231404958	0.0	0.0	1.0
-1.0103305785123966	0.0	0.0	1.0
-0.9214876033057852	0.0	0.0	1.0
-0.4896694214876033	0.0	0.0	1.0
-0.5950413223140496	0.0	0.0	1.0
-1.5020661157024793	0.0	0.0	1.0
-0.09504132231404959	0.0	0.0	1.0
-1.371900826446281	0.0	0.0	1.0
-0.9152892561983471	0.0	0.0	1.0
-0.6363636363636364	0.0	0.0	1.0
-1.4669421487603307	0.0	0.0	1.0
-1.9710743801652892	0.0	0.0	1.0
-1.7913223140495869	0.0	0.0	1.0
-0.7252066115702479	0.0	0.0	1.0
-0.8326446280991735	0.0	0.0	1.0
-1.7789256198347108	0.0	0.0	1.0
-1.5516528925619835	0.0	0.0	1.0
-1.621900826446281	0.0	0.0	1.0
-0.9194214876033058	0.0	0.0	1.0
-0.7128099173553719	0.0	0.0	1.0
-0.49793388429752067	0.0	0.0	1.0
-0.9318181818181818	0.0	0.0	1.0
-1.3181818181818181	0.0	0.0	1.0
-1.2789256198347108	0.0	0.0	1.0
-0.8181818181818182	0.0	0.0	1.0
-1.712809917355372	0.0	0.0	1.0
-0.15702479338842976	0.0	0.0	1.0
-0.7871900826446281	0.0	0.0	1.0
-1.0929752066115703	0.0	0.0	1.0
-0.9070247933884298	0.0	0.0	1.0
-0.3140495867768595	0.0	0.0	1.0
-1.677685950413223	0.0	0.0	1.0
-0.4132231404958678	0.0	0.0	1.0
-0.34917355371900827	0.0	0.0	1.0
-0.4380165289256198	0.0	0.0	1.0
-1.1570247933884297	0.0	0.0	1.0
-1.7086776859504131	0.0	0.0	1.0
-1.7107438016528926	0.0	0.0	1.0
-0.2190082644628099	0.0	0.0	1.0
-1.8078512396694215	0.0	0.0	1.0
-1.5557851239669422	0.0	0.0	1.0
-1.81198347107438	0.0	0.0	1.0
-1.7665289256198347	0.0	0.0	1.0
-0.6880165289256198	0.0	0.0	1.0
-1.3099173553719008	0.0	0.0	1.0
-0.7148760330578512	0.0	0.0	1.0
-0.45661157024793386	0.0	0.0	1.0
-1.9731404958677685	0.0	0.0	1.0
-0.2768595041322314	0.0	0.0	1.0
-0.4462809917355372	0.0	0.0	1.0
-1.8946280991735538	0.0	0.0	1.0
-0.628099173553719	0.0	0.0	1.0
-0.13016528925619836	0.0	0.0	1.0
-0.21694214876033058	0.0	0.0	1.0
-0.5247933884297521	0.0	0.0	1.0
-1.9070247933884297	0.0	0.0	1.0
-1.2975206611570247	0.0	0.0	1.0
-0.42355371900826444	0.0	0.0	1.0
-0.9380165289256198	0.0	0.0	1.0
-0.2665289256198347	0.0	0.0	1.0
-1.6074380165289257	0.0	0.0	1.0
-0.731404958677686	0.0	0.0	1.0
-1.3037190082644627	0.0	0.0	1.0
-0.762396694214876	0.0	0.0	1.0
-0.1012396694214876	0.0	0.0	1.0
-1.3161157024793388	0.0	0.0	1.0
-0.1115702479338843	0.0	0.0	1.0
-1.024793388429752	0.0	0.0	1.0
-1.8615702479338843	0.0	0.0	1.0
-1.2479338842975207	0.0	0.0	1.0
-1.6508264462809918	0.0	0.0	1.0
-0.5557851239669421	0.0	0.0	1.0
-1.3863636363636365	0.0	0.0	1.0
-1.0991735537190082	0.0	0.0	1.0
-1.4070247933884297	0.0	0.0	1.0
-1.8037190082644627	0.0	0.0	1.0
-1.2582644628099173	0.0	0.0	1.0
-1.4855371900826446	0.0	0.0	1.0
-1.4834710743801653	0.0	0.0	1.0
-1.71900826446281	0.0	0.0	1.0
-1.3264462809917354	0.0	0.0	1.0
-0.5206611570247934	0.0	0.0	1.0
-0.22933884297520662	0.0	0.0	1.0
-1.9111570247933884	0.0	0.0	1.0
-0.3574380165289256	0.0	0.0	1.0
-0.6508264462809917	0.0	0.0	1.0
-0.6611570247933884	0.0	0.0	1.0
-1.1921487603305785	0.0	0.0	1.0
-1.5330578512396693	0.0	0.0	1.0
-1.9173553719008265	0.0	0.0	1.0
-0.6260330578512396	0.0	0.0	1.0
-0.1446280991735537	0.0	0.0	1.0
-0.5888429752066116	0.0	0.0	1.0
-0.29958677685950413	0.0	0.0	1.0
-0.9132231404958677	0.0	0.0	1.0
-0.512396694214876	0.0	0.0	1.0
-0.3409090909090909	0.0	0.0	1.0
-0.3202479338842975	0.0	0.0	1.0
-0.5227272727272727	0.0	0.0	1.0
-0.6322314049586777	0.0	0.0	1.0
-0.2396694214876033	0.0	0.0	1.0
-0.4194214876033058	0.0	0.0	1.0
-1.6632231404958677	0.0	0.0	1.0
-0.49173553719008267	0.0	0.0	1.0
-1.2520661157024793	0.0	0.0	1.0
-0.3450413223140496	0.0	0.0	1.0
-1.3698347107438016	0.0	0.0	1.0
-1.671487603305785	0.0	0.0	1.0
-1.9090909090909092	0.0	0.0	1.0
-0.7066115702479339	0.0	0.0	1.0
-1.1198347107438016	0.0	0.0	1.0
-0.48140495867768596	0.0	0.0	1.0
-0.36983471074380164	0.0	0.0	1.0
-0.9917355371900827	0.0	0.0	1.0
-0.2892561983471074	0.0	0.0	1.0
-1.2933884297520661	0.0	0.0	1.0
-0.36363636363636365	0.0	0.0	1.0
-0.5599173553719008	0.0	0.0	1.0
-1.8243801652892562	0.0	0.0	1.0
-1.3801652892561984	0.0	0.0	1.0
-0.859504132231405	0.0	0.0	1.0
-0.1590909090909091	0.0	0.0	1.0
-1.5743801652892562	0.0	0.0	1.0
-0.17768595041322313	0.0	0.0	1.0
-1.1900826446280992	0.0	0.0	1.0
-0.44421487603305787	0.0	0.0	1.0
-1.3409090909090908	0.0	0.0	1.0
-0.3037190082644628	0.0	0.0	1.0
-0.1859504132231405	0.0	0.0	1.0
-0.8884297520661157	0.0	0.0	1.0
-1.1074380165289257	0.0	0.0	1.0
-0.17355371900826447	0.0	0.0	1.0
-0.8822314049586777	0.0	0.0	1.0
-1.5413223140495869	0.0	0.0	1.0
-1.4256198347107438	0.0	0.0	1.0
-1.359504132231405	0.0	0.0	1.0
-0.12190082644628099	0.0	0.0	1.0
-0.5640495867768595	0.0	0.0	1.0
-0.7995867768595041	0.0	0.0	1.0
-1.0351239669421488	0.0	0.0	1.0
-0.8801652892561983	0.0	0.0	1.0
-0.13636363636363635	0.0	0.0	1.0
-0.4628099173553719	0.0	0.0	1.0
-0.8657024793388429	0.0	0.0	1.0
-0.27479338842975204	0.0	0.0	1.0
-0.2334710743801653	0.0	0.0	1.0
-1.165289256198347	0.0	0.0	1.0
-1.9256198347107438	0.0	0.0	1.0
-0.24380165289256198	0.0	0.0	1.0
-1.8884297520661157	0.0	0.0	1.0
-1.5826446280991735	0.0	0.0	1.0
-1.9834710743801653	0.0	0.0	1.0
-0.4524793388429752	0.0	0.0	1.0
-1.646694214876033	0.0	0.0	1.0
-0.19834710743801653	0.0	0.0	1.0
-1.4400826446280992	0.0	0.0	1.0
-1.5289256198347108	0.0	0.0	1.0
-1.0185950413223142	0.0	0.0	1.0
-1.0867768595041323	0.0	0.0	1.0
-0.7727272727272727	0.0	0.0	1.0
-1.7458677685950412	0.0	0.0	1.0
-0.9628099173553719	0.0	0.0	1.0
-1.0971074380165289	0.0	0.0	1.0
-0.3987603305785124	0.0	0.0	1.0
-1.0640495867768596	0.0	0.0	1.0
-1.6136363636363635	0.0	0.0	1.0
-0.506198347107438	0.0	0.0	1.0
-1.1239669421487604	0.0	0.0	1.0
-1.256198347107438	0.0	0.0	1.0
-0.22107438016528927	0.0	0.0	1.0
-1.128099173553719	0.0	0.0	1.0
-1.615702479338843	0.0	0.0	1.0
