Starting saddles simulation at 2025-05-29T12:41:48.304
Lattice size: 31
Beta values: [0.1, 0.10279944599549397, 0.10567726096980483, 0.10863563882017176, 0.11167683486080235, 0.11480316754220751, 0.1180170202186681, 0.1213208429651809, 0.12471715444526921, 0.12820854383108135, 0.1317976727772417, 0.13548727744995842, 0.13928017061293513, 0.14317924377167612, 0.14718746937782085, 0.15130790309518719, 0.15554368612925135, 0.15989804762184037, 0.16437430711286308, 0.16897587707095507, 0.17370626549496876, 0.1785690785882898, 0.18356802350802015, 0.1887069111911229, 0.19398965925968314, 0.19942029500750083, 0.20500295847029057, 0.21074190558183128, 0.21664151141846955, 0.22270627353445155, 0.22894081539062563, 0.23534988987912978, 0.2419383829467506, 0.24871131731971624, 0.25567385633276335, 0.26283130786539594, 0.2701891283883382, 0.27775292712326566, 0.2855284703189852, 0.2935216856473252, 0.3017386667220857, 0.3101856777444941, 0.3188691582787082, 0.3277957281610069, 0.3369721925464105, 0.3464055470965792, 0.3561029833129435, 0.36607189401913226, 0.3763198789968798, 0.3868547507797058, 0.39768454060878644, 0.4088175045555577, 0.4202621298157168, 0.4320271411794205, 0.4441215076826148, 0.4565544494445634, 0.46933544469678873, 0.48247423700878694, 0.49598084271601944, 0.5098655585558504, 0.5241389695172453, 0.5388119569102191, 0.553895706661185, 0.5694017178405246, 0.5853418114288852, 0.601728139328883, 0.6185731936290858, 0.6358898161273345, 0.6536912081206652, 0.6719909404692954, 0.6908029639423454, 0.710141619853183, 0.730021650992499, 0.7504582128674476, 0.7714668852554213, 0.7930636840812662, 0.815265073626996, 0.8380879790833082, 0.8615497994524721, 0.885668420812431, 0.9104622299522194, 0.9359501283891019, 0.9621515467781114, 0.9890864597249744, 1.0167754010137187, 1.045239479260565, 1.0745003940060471, 1.1045804522576164, 1.1355025854953513, 1.1672903671537318, 1.1999680305928035, 1.2335604875724422, 1.2680933472437848, 1.3035929356723266, 1.3400863159075478, 1.3776013086143843, 1.4161665132822627, 1.4558113300278694, 1.4965659820082826, 1.5384615384615383]
Copies: 600
Move type: l chain flip
----------------------------------
Finished copy 201 at 2025-05-29T12:41:52.658
Finished copy 101 at 2025-05-29T12:41:52.921
Finished copy 1 at 2025-05-29T12:41:52.978
Finished copy 501 at 2025-05-29T12:41:54.269
Finished copy 301 at 2025-05-29T12:41:56.616
Finished copy 401 at 2025-05-29T12:41:56.671
Finished copy 102 at 2025-05-29T12:41:57.305
Finished copy 2 at 2025-05-29T12:41:58.036
Finished copy 502 at 2025-05-29T12:41:59.564
Finished copy 202 at 2025-05-29T12:42:00.501
Finished copy 103 at 2025-05-29T12:42:01.351
Finished copy 3 at 2025-05-29T12:42:02.362
Finished copy 402 at 2025-05-29T12:42:04.436
Finished copy 503 at 2025-05-29T12:42:04.804
Finished copy 302 at 2025-05-29T12:42:04.895
Finished copy 104 at 2025-05-29T12:42:05.723
Finished copy 4 at 2025-05-29T12:42:06.807
Finished copy 203 at 2025-05-29T12:42:09.480
Finished copy 504 at 2025-05-29T12:42:09.911
Finished copy 105 at 2025-05-29T12:42:10.630
Finished copy 5 at 2025-05-29T12:42:11.445
Finished copy 403 at 2025-05-29T12:42:11.655
Finished copy 303 at 2025-05-29T12:42:13.497
Finished copy 106 at 2025-05-29T12:42:14.996
Finished copy 505 at 2025-05-29T12:42:15.374
Finished copy 6 at 2025-05-29T12:42:16.046
Finished copy 204 at 2025-05-29T12:42:17.773
Finished copy 107 at 2025-05-29T12:42:19.417
Finished copy 404 at 2025-05-29T12:42:19.927
Finished copy 304 at 2025-05-29T12:42:20.679
Finished copy 7 at 2025-05-29T12:42:20.929
Finished copy 506 at 2025-05-29T12:42:20.968
Finished copy 108 at 2025-05-29T12:42:24.347
Finished copy 305 at 2025-05-29T12:42:25.530
Finished copy 205 at 2025-05-29T12:42:25.813
Finished copy 8 at 2025-05-29T12:42:25.871
Finished copy 507 at 2025-05-29T12:42:26.602
Finished copy 405 at 2025-05-29T12:42:28.637
Finished copy 109 at 2025-05-29T12:42:29.458
Finished copy 9 at 2025-05-29T12:42:30.498
Finished copy 306 at 2025-05-29T12:42:30.573
Finished copy 508 at 2025-05-29T12:42:32.249
Finished copy 110 at 2025-05-29T12:42:33.828
Finished copy 206 at 2025-05-29T12:42:34.392
Finished copy 307 at 2025-05-29T12:42:35.259
Finished copy 10 at 2025-05-29T12:42:35.300
Finished copy 406 at 2025-05-29T12:42:35.691
Finished copy 111 at 2025-05-29T12:42:38.220
Finished copy 509 at 2025-05-29T12:42:38.994
Finished copy 11 at 2025-05-29T12:42:40.221
Finished copy 308 at 2025-05-29T12:42:40.253
Finished copy 407 at 2025-05-29T12:42:40.686
Finished copy 112 at 2025-05-29T12:42:42.815
Finished copy 207 at 2025-05-29T12:42:42.971
Finished copy 12 at 2025-05-29T12:42:45.194
Finished copy 309 at 2025-05-29T12:42:45.414
Finished copy 408 at 2025-05-29T12:42:45.957
Finished copy 510 at 2025-05-29T12:42:46.932
Finished copy 113 at 2025-05-29T12:42:48.397
Finished copy 310 at 2025-05-29T12:42:50.501
Finished copy 13 at 2025-05-29T12:42:50.801
Finished copy 409 at 2025-05-29T12:42:51.201
Finished copy 208 at 2025-05-29T12:42:52.939
Finished copy 114 at 2025-05-29T12:42:53.404
Finished copy 511 at 2025-05-29T12:42:53.996
Finished copy 311 at 2025-05-29T12:42:55.362
Finished copy 14 at 2025-05-29T12:42:56.126
Finished copy 410 at 2025-05-29T12:42:56.282
Finished copy 115 at 2025-05-29T12:42:59.561
Finished copy 312 at 2025-05-29T12:43:00.769
Finished copy 411 at 2025-05-29T12:43:01.452
Finished copy 15 at 2025-05-29T12:43:01.642
Finished copy 209 at 2025-05-29T12:43:01.960
Finished copy 512 at 2025-05-29T12:43:01.972
Finished copy 116 at 2025-05-29T12:43:04.213
Finished copy 313 at 2025-05-29T12:43:05.095
Finished copy 412 at 2025-05-29T12:43:06.372
Finished copy 16 at 2025-05-29T12:43:07.391
Finished copy 513 at 2025-05-29T12:43:09.097
Finished copy 117 at 2025-05-29T12:43:09.390
Finished copy 314 at 2025-05-29T12:43:09.790
Finished copy 210 at 2025-05-29T12:43:10.415
Finished copy 413 at 2025-05-29T12:43:11.692
Finished copy 17 at 2025-05-29T12:43:12.500
Finished copy 118 at 2025-05-29T12:43:14.439
Finished copy 315 at 2025-05-29T12:43:14.687
Finished copy 514 at 2025-05-29T12:43:16.191
Finished copy 414 at 2025-05-29T12:43:16.849
Finished copy 18 at 2025-05-29T12:43:19.141
Finished copy 119 at 2025-05-29T12:43:19.361
Finished copy 211 at 2025-05-29T12:43:19.392
Finished copy 316 at 2025-05-29T12:43:19.838
Finished copy 415 at 2025-05-29T12:43:21.692
Finished copy 515 at 2025-05-29T12:43:23.153
Finished copy 120 at 2025-05-29T12:43:23.917
Finished copy 19 at 2025-05-29T12:43:24.493
Finished copy 317 at 2025-05-29T12:43:25.304
Finished copy 416 at 2025-05-29T12:43:26.297
Finished copy 212 at 2025-05-29T12:43:27.666
Finished copy 121 at 2025-05-29T12:43:28.939
Finished copy 318 at 2025-05-29T12:43:29.502
Finished copy 516 at 2025-05-29T12:43:29.661
Finished copy 417 at 2025-05-29T12:43:30.887
Finished copy 122 at 2025-05-29T12:43:33.122
Finished copy 20 at 2025-05-29T12:43:33.539
Finished copy 319 at 2025-05-29T12:43:34.035
Finished copy 517 at 2025-05-29T12:43:35.043
Finished copy 418 at 2025-05-29T12:43:35.066
Finished copy 213 at 2025-05-29T12:43:37.373
Finished copy 123 at 2025-05-29T12:43:37.849
Finished copy 320 at 2025-05-29T12:43:38.508
Finished copy 419 at 2025-05-29T12:43:39.616
Finished copy 518 at 2025-05-29T12:43:41.286
Finished copy 21 at 2025-05-29T12:43:42.536
Finished copy 124 at 2025-05-29T12:43:42.639
Finished copy 321 at 2025-05-29T12:43:43.169
Finished copy 420 at 2025-05-29T12:43:44.313
Finished copy 214 at 2025-05-29T12:43:45.751
Finished copy 125 at 2025-05-29T12:43:47.096
Finished copy 519 at 2025-05-29T12:43:47.545
Finished copy 322 at 2025-05-29T12:43:48.274
Finished copy 421 at 2025-05-29T12:43:48.679
Finished copy 126 at 2025-05-29T12:43:51.743
Finished copy 22 at 2025-05-29T12:43:51.823
Finished copy 323 at 2025-05-29T12:43:53.172
Finished copy 422 at 2025-05-29T12:43:53.377
Finished copy 520 at 2025-05-29T12:43:53.422
Finished copy 215 at 2025-05-29T12:43:54.563
Finished copy 127 at 2025-05-29T12:43:56.181
