Energy	p(K=0)	p(K=1)	p(K>=2)
-1.2557527942143327	0.0	0.0	1.0
-1.0216962524654833	0.0	0.0	1.0
-0.27481919789612097	0.0	0.0	1.0
-0.8139381985535832	0.0	0.0	1.0
-0.08284023668639054	0.0	0.0	1.0
-0.9243918474687706	0.0	0.0	1.0
-1.6028928336620645	0.0	0.0	1.0
-1.5082182774490467	0.0	0.0	1.0
-1.9237343852728468	0.0	0.0	1.0
-1.921104536489152	0.0	0.0	1.0
-0.8454963839579224	0.0	0.0	1.0
-1.15844838921762	0.0	0.0	1.0
-0.46679815910585143	0.0	0.0	1.0
-0.42998027613412226	0.0	0.0	1.0
-1.8711374095989481	0.0	0.0	1.0
-0.8875739644970414	0.0	0.0	1.0
-1.2504930966469427	0.0	0.0	1.0
-2.0	1.0	0.0	0.0
-1.3925049309664694	0.0	0.0	1.0
-1.8369493754109139	0.0	0.0	1.0
-1.8527284681130836	0.0	0.0	1.0
-1.1374095989480606	0.0	0.0	1.0
-0.6929651545036161	0.0	0.0	1.0
-0.7692307692307693	0.0	0.0	1.0
-0.7271531886916502	0.0	0.0	1.0
-0.8665351742274819	0.0	0.0	1.0
-1.5739644970414202	0.0	0.0	1.0
-0.13280736357659434	0.0	0.0	1.0
-1.9026955950032873	0.0	0.0	1.0
-1.0637738330046023	0.0	0.0	1.0
-1.4635108481262327	0.0	0.0	1.0
-0.1854043392504931	0.0	0.0	1.0
-0.7639710716633794	0.0	0.0	1.0
-1.8790269559500328	0.0	0.0	1.0
-1.918474687705457	0.0	0.0	1.0
-0.35634451019066404	0.0	0.0	1.0
-0.5667324128862591	0.0	0.0	1.0
-0.8034188034188035	0.0	0.0	1.0
-0.8770545693622617	0.0	0.0	1.0
-0.4983563445101907	0.0	0.0	1.0
-1.287310979618672	0.0	0.0	1.0
-0.22485207100591717	0.0	0.0	1.0
-0.2274819197896121	0.0	0.0	1.0
-1.1032215647600263	0.0	0.0	1.0
-0.30111768573307035	0.0	0.0	1.0
-1.1426692965154504	0.0	0.0	1.0
