C,B,Tf,l
-0.24247354913482566,0.46196691002910906,2.036414641853194,1.0
-0.5054757229762834,0.44967675635488774,2.075929438594328,3.0
-0.6697282418822642,0.8375078711618533,1.9971007433214676,7.0
-0.8704992531168977,1.2713497074450504,1.9241868773167348,9.0
-1.5058854064258231,3.639926061452794,1.76192683770513,21.0
-1.502092401215589,4.226261672384307,1.8055384242590768,27.0
