beta,tau_unc,alpha_unc
0.25,1.0,0.7333642548499569
0.25757124579110297,1.001612099695626,0.7061801236337385
0.2653717866335231,1.050410820832168,0.712351250579518
0.2734085667240293,1.1199239191197121,0.7084521672540699
0.28168874056427257,1.1580505463894326,0.6710800060518392
0.2902196793298659,1.2446963691056905,0.666832715842154
0.29900897743235194,1.2943528215570015,0.6461522808833038
0.3080644592798988,1.3977922355923387,0.6130048027587712
0.3173941862427442,1.4970286674845124,0.5994141199230777
0.3270064638295879,1.6563785504415958,0.5960789904640001
0.3369098490813209,1.7872296792358937,0.5584452493392189
0.3471131581886732,2.0469263901494195,0.5404161399580723
0.357625474340563,2.2524519242164986,0.5199825898676652
0.36845615581013186,2.727685319044882,0.4997616471684303
0.3796148442856656,3.4153550495730682,0.4761960625055724
0.39111147345381786,4.159810951236367,0.44568830129694453
0.40295627784277505,5.695473273598459,0.4167737110861363
0.4151598019332376,9.812984118493423,0.3494323429772763
0.42773290954532633,23.73999674046206,0.3539098962043529
0.44068679350977147,51.20048269778464,0.16506874303426355
